Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,
h/s-the-batman,test H/S The Batman suff,,Rubie's Costume Co.,Costumes,"small, costumes, h/s, the, batman, sm, ",TRUE,Size,Small,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028221059,,,,,,,,,,,,,,,,,,,,,,
captain,test Captain suff,,Rubie's Costume Co.,Costumes,"small, costumes, captain, black, sm, ",TRUE,Size,Small,Color,BLACK,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028289653,,,,,,,,,,,,,,,,,,,,,,
ninja,,,,,,TRUE,,Large,,BLACK,,,,,shopify,,deny,manual,11.24,14.99,True,TRUE,883028190072,,,,,,,,,,,,,,,,,,,,,,
robin-w/muscle,test Robin W/Muscle suff,,Rubie's Costume Co.,Costumes,"small, costumes, robin, dlx, w/muscle, sm, ",TRUE,Size,Small,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028230952,,,,,,,,,,,,,,,,,,,,,,
prisoner-boy,test Prisoner Boy suff,,Rubie's Costume Co.,Costumes,"medium, costumes, prisoner, boy, med, ",TRUE,Size,Medium,,,,,,,shopify,,deny,manual,9.74,12.99,True,TRUE,883028191765,,,,,,,,,,,,,,,,,,,,,,
robin-w/muscle,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028230969,,,,,,,,,,,,,,,,,,,,,,
leonardo,test Leonardo suff,,Rubie's Costume Co.,Costumes,"small, costumes, leonardo, dlx, sm, ",TRUE,Size,Small,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028676057,,,,,,,,,,,,,,,,,,,,,,
prisoner-boy,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,9.74,12.99,True,TRUE,883028191772,,,,,,,,,,,,,,,,,,,,,,
indiana-jones,test Indiana Jones suff,,Rubie's Costume Co.,Costumes,"medium, costumes, indiana, jones, dlx, med, ",TRUE,Size,Medium,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028312665,,,,,,,,,,,,,,,,,,,,,,
leonardo,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028676064,,,,,,,,,,,,,,,,,,,,,,
clown,test Clown suff,,Rubie's Costume Co.,Costumes,"small, costumes, clown, sm, ",TRUE,Size,Small,,,,,,,shopify,,deny,manual,9.74,12.99,True,TRUE,883028192656,,,,,,,,,,,,,,,,,,,,,,
indiana-jones,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028312672,,,,,,,,,,,,,,,,,,,,,,
donatello,test Donatello suff,,Rubie's Costume Co.,Costumes,"small, costumes, donatello, dlx, sm, ",TRUE,Size,Small,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028676156,,,,,,,,,,,,,,,,,,,,,,
h/s-batman,test H/S Batman suff,,Rubie's Costume Co.,Costumes,"small, costumes, h/s, batman, sm, ",TRUE,Size,Small,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028128655,,,,,,,,,,,,,,,,,,,,,,
clown,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,9.74,12.99,True,TRUE,883028192663,,,,,,,,,,,,,,,,,,,,,,
donatello,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028676163,,,,,,,,,,,,,,,,,,,,,,
leonardo-movie,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028897254,,,,,,,,,,,,,,,,,,,,,,
h/s-batman,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028128662,,,,,,,,,,,,,,,,,,,,,,
clown,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,9.74,12.99,True,TRUE,883028192670,,,,,,,,,,,,,,,,,,,,,,
superman-w/muscle,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028262656,,,,,,,,,,,,,,,,,,,,,,
raphael,test Raphael suff,,Rubie's Costume Co.,Costumes,"small, costumes, raphael, dlx, sm, ",TRUE,Size,Small,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028676255,,,,,,,,,,,,,,,,,,,,,,
leonardo-movie,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028897261,,,,,,,,,,,,,,,,,,,,,,
h/s-batman,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028128679,,,,,,,,,,,,,,,,,,,,,,
raphael,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028676262,,,,,,,,,,,,,,,,,,,,,,
leonardo-movie,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028897278,,,,,,,,,,,,,,,,,,,,,,
darth-vader,test Darth Vader suff,,Rubie's Costume Co.,Costumes,"small, costumes, darth, vader, sm, ",TRUE,Size,Small,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028200955,,,,,,,,,,,,,,,,,,,,,,
superman-w/muscle,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028262670,,,,,,,,,,,,,,,,,,,,,,
captain-rex,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028320059,,,,,,,,,,,,,,,,,,,,,,
michaelangelo,test Michaelangelo suff,,Rubie's Costume Co.,Costumes,"small, costumes, michaelangelo, dlx, sm, ",TRUE,Size,Small,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028676354,,,,,,,,,,,,,,,,,,,,,,
donatello-movie,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028897353,,,,,,,,,,,,,,,,,,,,,,
darth-vader,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028200962,,,,,,,,,,,,,,,,,,,,,,
captain-rex,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028320066,,,,,,,,,,,,,,,,,,,,,,
michaelangelo,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028676361,,,,,,,,,,,,,,,,,,,,,,
donatello-movie,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028897360,,,,,,,,,,,,,,,,,,,,,,
darth-vader,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028200979,,,,,,,,,,,,,,,,,,,,,,
batman-w/muscle,test Batman W/Muscle suff,,Rubie's Costume Co.,Costumes,"small, costumes, batman, w/muscle, sm, ",TRUE,Size,Small,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028348251,,,,,,,,,,,,,,,,,,,,,,
michaelangelo,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028676378,,,,,,,,,,,,,,,,,,,,,,
donatello-movie,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028897377,,,,,,,,,,,,,,,,,,,,,,
clone-trooper,test Clone Trooper suff,,Rubie's Costume Co.,Costumes,"small, costumes, clone, trooper, sm, ",TRUE,Size,Small,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028201051,,,,,,,,,,,,,,,,,,,,,,
batman,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028348350,,,,,,,,,,,,,,,,,,,,,,
michael-myers-child,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028679072,,,,,,,,,,,,,,,,,,,,,,
raphael-movie,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028897452,,,,,,,,,,,,,,,,,,,,,,
clone-trooper,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028201068,,,,,,,,,,,,,,,,,,,,,,
astronaut,test Astronaut suff,,Rubie's Costume Co.,Costumes,"medium, costumes, astronaut, med, ",TRUE,Size,Medium,,,,,,,shopify,,deny,manual,26.24,34.99,True,TRUE,883028270064,,,,,,,,,,,,,,,,,,,,,,
batman,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028348367,,,,,,,,,,,,,,,,,,,,,,
raphael-movie,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028897469,,,,,,,,,,,,,,,,,,,,,,
clone-trooper,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028201075,,,,,,,,,,,,,,,,,,,,,,
astronaut,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,26.24,34.99,True,TRUE,883028270071,,,,,,,,,,,,,,,,,,,,,,
raphael-movie,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028897476,,,,,,,,,,,,,,,,,,,,,,
zombie-boy,test Zombie Boy suff,,Forum Novelties Inc,Costumes,"large, costumes, zombie, boy, lg, ",TRUE,Size,Large,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,721773669415,,,,,,,,,,,,,,,,,,,,,,
i'm-invisible,,,,,,TRUE,,Medium,,RED,,,,,shopify,,deny,manual,20.99,27.99,True,TRUE,721773689024,,,,,,,,,,,,,,,,,,,,,,
patriot,test Patriot suff,,Costume Culture By Franco Llc,Costumes,"small, costumes, patriot, sm, ",TRUE,Size,Small,,,,,,,shopify,,deny,manual,37.49,49.99,True,TRUE,91346922415,,,,,,,,,,,,,,,,,,,,,,
patriot,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,37.49,49.99,True,TRUE,91346922422,,,,,,,,,,,,,,,,,,,,,,
banana,test Banana  suff,,Rasta Imposta,Costumes,"7-10, costumes, banana, 7-10, ",TRUE,Title,Banana ,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,791249009717,,,,,,,,,,,,,,,,,,,,,,
patriot,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,37.49,49.99,True,TRUE,91346922439,,,,,,,,,,,,,,,,,,,,,,
hot-dog,test Hot Dog  suff,,Rasta Imposta,Costumes,"7-10, costumes, hot, dog, 7-10, ",TRUE,Title,Hot Dog ,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,791249009748,,,,,,,,,,,,,,,,,,,,,,
sand-shark,test Sand Shark  suff,,Rasta Imposta,Costumes,"4-6, costumes, sand, shark, 4-6, ",TRUE,Title,Sand Shark ,,,,,,,shopify,,deny,manual,24.74,32.99,True,TRUE,791249652647,,,,,,,,,,,,,,,,,,,,,,
sand-shark,,,,,,TRUE,,Sand Shark ,,,,,,,shopify,,deny,manual,24.74,32.99,True,TRUE,791249652678,,,,,,,,,,,,,,,,,,,,,,
jack-sparrow--teen,test Jack Sparrow  Teen suff,,Disguise Inc.,Costumes,"38-40, teen, costumes, jack, sparrow, 38-40, teen, ",TRUE,Size,Teen,,,,,,,shopify,,deny,manual,67.49,89.99,True,TRUE,32692503521,,,,,,,,,,,,,,,,,,,,,,
mad-hatter-teen,test Mad Hatter Teen suff,,Disguise Inc.,Costumes,"teen, costumes, mad, hatter, teen, ",TRUE,Size,Medium,,,,,,,shopify,,deny,manual,59.99,79.99,True,TRUE,39897135472,,,,,,,,,,,,,,,,,,,,,,
air-force-pilot,test Air Force Pilot suff,,Rubie's Costume Co.,Costumes,"large, costumes, air, force, pilot, lg, ",TRUE,Size,Large,,,,,,,shopify,,deny,manual,26.24,34.99,True,TRUE,883028270170,,,,,,,,,,,,,,,,,,,,,,
donatello,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028676170,,,,,,,,,,,,,,,,,,,,,,
native-warrior,test Native Warrior suff,,Rubie's Costume Co.,Costumes,"small, costumes, native, warrior, sm, ",TRUE,Size,Small,,,,,,,shopify,,deny,manual,11.24,14.99,True,TRUE,883028192854,,,,,,,,,,,,,,,,,,,,,,
duke,test Duke  suff,,Disguise Inc.,Costumes,"7-8, costumes, duke, 7-8, ",TRUE,Title,Duke ,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,32692037071,,,,,,,,,,,,,,,,,,,,,,
motocross-rider,test Motocross Rider  suff,,Disguise Inc.,Costumes,"7-8, costumes, motocross, rider, 7-8, ",TRUE,Size,Medium,,,,,,,shopify,,deny,manual,18.74,24.99,True,TRUE,32692212591,,,,,,,,,,,,,,,,,,,,,,
old-west-sheriff,test Old West Sheriff suff,,Fun World,Costumes,"large, costumes, old, west, sheriff, lg, ",TRUE,Size,Large,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,788677062780,,,,,,,,,,,,,,,,,,,,,,
ari-force-pilot,test Ari Force Pilot suff,,Rubie's Costume Co.,Costumes,"medium, costumes, ari, force, pilot, med, ",TRUE,Size,Medium,,,,,,,shopify,,deny,manual,26.24,34.99,True,TRUE,883028270163,,,,,,,,,,,,,,,,,,,,,,
firefighter,test Firefighter suff,,Rubie's Costume Co.,Costumes,"large, costumes, firefighter, lg, ",TRUE,Size,Large,,,,,,,shopify,,deny,manual,24.74,32.99,True,TRUE,883028270378,,,,,,,,,,,,,,,,,,,,,,
glow-alien,test Glow Alien  suff,,Disguise Inc.,Costumes,"7-8, costumes, glow, alien, 7-8, ",TRUE,Title,Glow Alien ,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,39897392189,,,,,,,,,,,,,,,,,,,,,,
mr-potato-head,test Mr Potato Head suff,,Disguise Inc.,Costumes,"large, costumes, mr, potato, head, lg, ",TRUE,Size,Large,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,39897168098,,,,,,,,,,,,,,,,,,,,,,
old-west-sheriff,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,788677056505,,,,,,,,,,,,,,,,,,,,,,
ari-force-pilot,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,26.24,34.99,True,TRUE,883028270156,,,,,,,,,,,,,,,,,,,,,,
firefighter,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,24.74,32.99,True,TRUE,883028270361,,,,,,,,,,,,,,,,,,,,,,
ninja,test Ninja suff,,Rubie's Costume Co.,Costumes,"medium, costumes, ninja, black, med, ",TRUE,Size,Medium,Color,BLACK,,,,,shopify,,deny,manual,11.24,14.99,True,TRUE,883028190065,,,,,,,,,,,,,,,,,,,,,,
glow-alien,,,,,,TRUE,,Glow Alien ,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,39897392196,,,,,,,,,,,,,,,,,,,,,,
old-west-sheriff,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,788677068713,,,,,,,,,,,,,,,,,,,,,,
astronaut,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,26.24,34.99,True,TRUE,883028270057,,,,,,,,,,,,,,,,,,,,,,
firefighter,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,24.74,32.99,True,TRUE,883028270354,,,,,,,,,,,,,,,,,,,,,,
ninja,,,,,,TRUE,,Small,,BLACK,,,,,shopify,,deny,manual,11.24,14.99,True,TRUE,883028190058,,,,,,,,,,,,,,,,,,,,,,
policeman,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,23168115270,,,,,,,,,,,,,,,,,,,,,,
frankie,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,82686188531,,,,,,,,,,,,,,,,,,,,,,
obi-wan-kenobi,test Obi-Wan Kenobi suff,,Rubie's Costume Co.,Costumes,"large, costumes, obi-wan, kenobi, lg, ",TRUE,Size,Large,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028201372,,,,,,,,,,,,,,,,,,,,,,
scarecrow,test Scarecrow suff,,Fun World,Costumes,"large, costumes, scarecrow, lg, ",TRUE,Size,Large,,,,,,,shopify,,deny,manual,33.74,44.99,True,TRUE,71765010924,,,,,,,,,,,,,,,,,,,,,,
batman-dk,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028310463,,,,,,,,,,,,,,,,,,,,,,
frankie,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,400000021713,,,,,,,,,,,,,,,,,,,,,,
obi-wan-kenobi,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028201358,,,,,,,,,,,,,,,,,,,,,,
wolverine,,,,,,TRUE,,Wolverine ,,,,,,,shopify,,deny,manual,26.24,34.99,True,TRUE,32692055501,,,,,,,,,,,,,,,,,,,,,,
scarecrow,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,33.74,44.99,True,TRUE,71765010917,,,,,,,,,,,,,,,,,,,,,,
batman-kit,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,82686048682,,,,,,,,,,,,,,,,,,,,,,
perseus,test Perseus suff,,Rubie's Costume Co.,Costumes,"large, costumes, perseus, lg, ",TRUE,Size,Large,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028392377,,,,,,,,,,,,,,,,,,,,,,
wolverine,,,,,,TRUE,,Wolverine ,,,,,,,shopify,,deny,manual,26.24,34.99,True,TRUE,32692055563,,,,,,,,,,,,,,,,,,,,,,
street-zombie,test Street Zombie suff,,Fun World,Costumes,"large, costumes, street, zombie, lg, ",TRUE,Size,Large,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,71765038812,,,,,,,,,,,,,,,,,,,,,,
batman-mscl,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028348268,,,,,,,,,,,,,,,,,,,,,,
perseus,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028392360,,,,,,,,,,,,,,,,,,,,,,
tombstone-cowboy,test Tombstone Cowboy suff,,Rubie's Costume Co.,Costumes,"large, costumes, tombstone, cowboy, lg, ",TRUE,Size,Large,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,883028323272,,,,,,,,,,,,,,,,,,,,,,
ironhide,test Ironhide  suff,,Disguise Inc.,Costumes,"10-12, costumes, ironhide, 10-12, ",TRUE,Title,Ironhide ,,,,,,,shopify,,deny,manual,37.49,49.99,True,TRUE,39897259567,,,,,,,,,,,,,,,,,,,,,,
chief-surgeon,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,721773669446,,,,,,,,,,,,,,,,,,,,,,
street-zombie,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,71765033060,,,,,,,,,,,,,,,,,,,,,,
batman-mus-dl,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028310456,,,,,,,,,,,,,,,,,,,,,,
gangster,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,26.24,34.99,True,TRUE,400000269078,,,,,,,,,,,,,,,,,,,,,,
pirate-king,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,11.24,14.99,True,TRUE,883028104079,,,,,,,,,,,,,,,,,,,,,,
trnslyvn-vampire,test Trnslyvn Vampire suff,,Rubie's Costume Co.,Costumes,"large, costumes, trnslyvn, vampire, lg, ",TRUE,Size,Large,,,,,,,shopify,,deny,manual,18.74,24.99,True,TRUE,883028392179,,,,,,,,,,,,,,,,,,,,,,
ironhide,,,,,,TRUE,,Ironhide ,,,,,,,shopify,,deny,manual,37.49,49.99,True,TRUE,39897259550,,,,,,,,,,,,,,,,,,,,,,
raven-ninja,test Raven Ninja  suff,,Disguise Inc.,Costumes,"10-12, costumes, raven, ninja, 10-12, ",TRUE,Title,Raven Ninja ,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,32692053309,,,,,,,,,,,,,,,,,,,,,,
chief-surgeon,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,721773669439,,,,,,,,,,,,,,,,,,,,,,
batman-muscle,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028221172,,,,,,,,,,,,,,,,,,,,,,
gangster,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,26.24,34.99,True,TRUE,400000947020,,,,,,,,,,,,,,,,,,,,,,
policeman,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,26.24,34.99,True,TRUE,883028211456,,,,,,,,,,,,,,,,,,,,,,
trnslyvn-vampire,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,18.74,24.99,True,TRUE,883028392162,,,,,,,,,,,,,,,,,,,,,,
ironhide,,,,,,TRUE,,Ironhide ,,,,,,,shopify,,deny,manual,37.49,49.99,True,TRUE,39897259543,,,,,,,,,,,,,,,,,,,,,,
fireman,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,721773686320,,,,,,,,,,,,,,,,,,,,,,
batman-mus,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028348275,,,,,,,,,,,,,,,,,,,,,,
ghostbusters,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028432066,,,,,,,,,,,,,,,,,,,,,,
raphael,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,19.99,39.99,True,TRUE,883028676279,,,,,,,,,,,,,,,,,,,,,,
trnslyvn-vampire,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,18.74,24.99,True,TRUE,883028392155,,,,,,,,,,,,,,,,,,,,,,
fireman,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,721773686313,,,,,,,,,,,,,,,,,,,,,,
robe,,,,,,TRUE,,Large,,BLACK,,,,,shopify,,deny,manual,9.74,12.99,True,TRUE,883028191376,,,,,,,,,,,,,,,,,,,,,,
scooby-doo,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,41.24,54.99,True,TRUE,883028209255,,,,,,,,,,,,,,,,,,,,,,
haunted-child,test Haunted Child suff,,Forum Novelties Inc,Costumes,"large, costumes, haunted, child, lg, ",TRUE,Size,Large,,,,,,,shopify,,deny,manual,26.24,34.99,True,TRUE,721773647376,,,,,,,,,,,,,,,,,,,,,,
greaser,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,20.99,27.99,True,TRUE,400000597362,,,,,,,,,,,,,,,,,,,,,,
skeleton,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,11.24,14.99,True,TRUE,883028190775,,,,,,,,,,,,,,,,,,,,,,
viper-ninja,,,,,,TRUE,,Red Viper Ninja ,,RED,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,32692053408,,,,,,,,,,,,,,,,,,,,,,
lil-buccaneer,test Lil Buccaneer  suff,,Forum Novelties Inc,Costumes,"4-6, costumes, lil, buccaneer, 4-6, ",TRUE,Title,Lil Buccaneer ,,,,,,,shopify,,deny,manual,11.24,14.99,True,TRUE,721773605826,,,,,,,,,,,,,,,,,,,,,,
skeleton,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,11.24,14.99,True,TRUE,883028190768,,,,,,,,,,,,,,,,,,,,,,
leonardo,,,,,,TRUE,,Leonardo ,,,,,,,shopify,,deny,manual,24.99,49.99,True,TRUE,39897446653,,,,,,,,,,,,,,,,,,,,,,
viper-ninja,,,,,,TRUE,,Red Viper Ninja ,,RED,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,32692053460,,,,,,,,,,,,,,,,,,,,,,
pirate-boy,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,11.24,14.99,True,TRUE,721773270147,,,,,,,,,,,,,,,,,,,,,,
banana-child,,,,,,TRUE,,Child,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,791249910204,,,,,,,,,,,,,,,,,,,,,,
robe,,,,,,TRUE,,Small,,BLACK,,,,,shopify,,deny,manual,9.74,12.99,True,TRUE,883028191352,,,,,,,,,,,,,,,,,,,,,,
skeleton,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,11.24,14.99,True,TRUE,883028190751,,,,,,,,,,,,,,,,,,,,,,
bumblebee,test Bumblebee  suff,,Disguise Inc.,Costumes,"10-12, costumes, bumblebee, 10-12, ",TRUE,Size,Medium,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,32692036708,,,,,,,,,,,,,,,,,,,,,,
lightening-mcqeeen,test Lightening Mcqeeen  suff,,Disguise Inc.,Costumes,"4-6, costumes, lightening, mcqeeen, 4-6, ",TRUE,Size,Medium,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,32692639367,,,,,,,,,,,,,,,,,,,,,,
retro-robot,test Retro Robot  suff,,Disguise Inc.,Costumes,"4-6, costumes, retro, robot, 4-6, ",TRUE,Title,Retro Robot ,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,39897394626,,,,,,,,,,,,,,,,,,,,,,
uncle-sam-child,,,,,,TRUE,,Large,,,,,,,shopify,,deny,manual,11.24,14.99,True,TRUE,400000505619,,,,,,,,,,,,,,,,,,,,,,
clown,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,26.24,34.99,True,TRUE,791249961008,,,,,,,,,,,,,,,,,,,,,,
captain,,,,,,TRUE,,Medium,,BLACK,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,883028289660,,,,,,,,,,,,,,,,,,,,,,
special-forces,test Special Forces suff,,Rubie's Costume Co.,Costumes,"large, costumes, special, forces, lg, ",TRUE,Size,Large,,,,,,,shopify,,deny,manual,26.24,34.99,True,TRUE,883028210374,,,,,,,,,,,,,,,,,,,,,,
lt-mcqueen-candy-catcher,test Lt Mcqueen Candy Catcher suff,,Disguise Inc.,Costumes,"std, costumes, lt, mcqueen, candy, catcher, ",TRUE,Size,Medium,,,,,,,shopify,,deny,manual,29.99,39.99,True,TRUE,39897328188,,,,,,,,,,,,,,,,,,,,,,
uncle-sam-child,,,,,,TRUE,,Medium,,,,,,,shopify,,deny,manual,11.24,14.99,True,TRUE,721773270949,,,,,,,,,,,,,,,,,,,,,,
french-fries,test French Fries  suff,,Rasta Imposta,Costumes,"7-10, costumes, french, fries, 7-10, ",TRUE,Title,French Fries ,,,,,,,shopify,,deny,manual,22.49,29.99,True,TRUE,791249708375,,,,,,,,,,,,,,,,,,,,,,
cherokee-warrior,,,,,,TRUE,,Small,,,,,,,shopify,,deny,manual,12.74,16.99,True,TRUE,883028105151,,,,,,,,,,,,,,,,,,,,,,
