Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,
prisoner-boy,,,,,,TRUE,,Lg,,,,,,,,,,,9.74,12.99,TRUE,TRUE,883028191772,,,,,,,,,,,,,,,,,,,,,,
indiana-jones,Indiana Jones,,Rubie's Costume Co.,Costumes,"indiana, jones, dlx, med, medium, costumes, ",TRUE,Size,Med,,,,,,,,,,,29.99,39.99,TRUE,TRUE,883028312665,,,,,,,,,,,,,,,,,,,,,,
leonardo,,,,,,TRUE,,Med,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028676064,,,,,,,,,,,,,,,,,,,,,,
clown,Clown,,Rubie's Costume Co.,Costumes,"clown, sm, small, costumes, ",TRUE,Size,Sm,,,,,,,,,,,9.74,12.99,TRUE,TRUE,883028192656,,,,,,,,,,,,,,,,,,,,,,
indiana-jones,,,,,,TRUE,,Lg,,,,,,,,,,,29.99,39.99,TRUE,TRUE,883028312672,,,,,,,,,,,,,,,,,,,,,,
donatello,Donatello,,Rubie's Costume Co.,Costumes,"donatello, dlx, sm, small, costumes, ",TRUE,Size,Sm,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028676156,,,,,,,,,,,,,,,,,,,,,,
h/s-batman,H/S Batman,,Rubie's Costume Co.,Costumes,"h/s, batman, sm, small, costumes, ",TRUE,Size,Sm,,,,,,,,,,,29.99,39.99,TRUE,TRUE,883028128655,,,,,,,,,,,,,,,,,,,,,,
clown,,,,,,TRUE,,Med,,,,,,,,,,,9.74,12.99,TRUE,TRUE,883028192663,,,,,,,,,,,,,,,,,,,,,,
donatello,,,,,,TRUE,,Med,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028676163,,,,,,,,,,,,,,,,,,,,,,
leonardo-movie,,,,,,TRUE,,Sm,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028897254,,,,,,,,,,,,,,,,,,,,,,
h/s-batman,,,,,,TRUE,,Med,,,,,,,,,,,29.99,39.99,TRUE,TRUE,883028128662,,,,,,,,,,,,,,,,,,,,,,
clown,,,,,,TRUE,,Lg,,,,,,,,,,,9.74,12.99,TRUE,TRUE,883028192670,,,,,,,,,,,,,,,,,,,,,,
superman-w/muscle,,,,,,TRUE,,Sm,,,,,,,,,,,29.99,39.99,TRUE,TRUE,883028262656,,,,,,,,,,,,,,,,,,,,,,
raphael,Raphael,,Rubie's Costume Co.,Costumes,"raphael, dlx, sm, small, costumes, ",TRUE,Size,Sm,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028676255,,,,,,,,,,,,,,,,,,,,,,
leonardo-movie,,,,,,TRUE,,Med,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028897261,,,,,,,,,,,,,,,,,,,,,,
h/s-batman,,,,,,TRUE,,Lg,,,,,,,,,,,29.99,39.99,TRUE,TRUE,883028128679,,,,,,,,,,,,,,,,,,,,,,
raphael,,,,,,TRUE,,Med,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028676262,,,,,,,,,,,,,,,,,,,,,,
leonardo-movie,,,,,,TRUE,,Lg,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028897278,,,,,,,,,,,,,,,,,,,,,,
darth-vader,Darth Vader,,Rubie's Costume Co.,Costumes,"darth, vader, sm, small, costumes, ",TRUE,Size,Sm,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028200955,,,,,,,,,,,,,,,,,,,,,,
superman-w/muscle,,,,,,TRUE,,Lg,,,,,,,,,,,29.99,39.99,TRUE,TRUE,883028262670,,,,,,,,,,,,,,,,,,,,,,
captain-rex,,,,,,TRUE,,Sm,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028320059,,,,,,,,,,,,,,,,,,,,,,
michaelangelo,Michaelangelo,,Rubie's Costume Co.,Costumes,"michaelangelo, dlx, sm, small, costumes, ",TRUE,Size,Sm,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028676354,,,,,,,,,,,,,,,,,,,,,,
donatello-movie,,,,,,TRUE,,Sm,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028897353,,,,,,,,,,,,,,,,,,,,,,
darth-vader,,,,,,TRUE,,Med,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028200962,,,,,,,,,,,,,,,,,,,,,,
captain-rex,,,,,,TRUE,,Med,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028320066,,,,,,,,,,,,,,,,,,,,,,
michaelangelo,,,,,,TRUE,,Med,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028676361,,,,,,,,,,,,,,,,,,,,,,
donatello-movie,,,,,,TRUE,,Med,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028897360,,,,,,,,,,,,,,,,,,,,,,
darth-vader,,,,,,TRUE,,Lg,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028200979,,,,,,,,,,,,,,,,,,,,,,
batman-w/muscle,Batman W/Muscle,,Rubie's Costume Co.,Costumes,"batman, w/muscle, sm, small, costumes, ",TRUE,Size,Sm,,,,,,,,,,,29.99,39.99,TRUE,TRUE,883028348251,,,,,,,,,,,,,,,,,,,,,,
michaelangelo,,,,,,TRUE,,Lg,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028676378,,,,,,,,,,,,,,,,,,,,,,
donatello-movie,,,,,,TRUE,,Lg,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028897377,,,,,,,,,,,,,,,,,,,,,,
clone-trooper,Clone Trooper,,Rubie's Costume Co.,Costumes,"clone, trooper, sm, small, costumes, ",TRUE,Size,Sm,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028201051,,,,,,,,,,,,,,,,,,,,,,
batman,,,,,,TRUE,,Sm,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028348350,,,,,,,,,,,,,,,,,,,,,,
michael-myers-child,,,,,,TRUE,,Lg,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028679072,,,,,,,,,,,,,,,,,,,,,,
raphael-movie,,,,,,TRUE,,Sm,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028897452,,,,,,,,,,,,,,,,,,,,,,
clone-trooper,,,,,,TRUE,,Med,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028201068,,,,,,,,,,,,,,,,,,,,,,
astronaut,Astronaut,,Rubie's Costume Co.,Costumes,"astronaut, med, medium, costumes, ",TRUE,Size,Med,,,,,,,,,,,26.24,34.99,TRUE,TRUE,883028270064,,,,,,,,,,,,,,,,,,,,,,
batman,,,,,,TRUE,,Med,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028348367,,,,,,,,,,,,,,,,,,,,,,
raphael-movie,,,,,,TRUE,,Med,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028897469,,,,,,,,,,,,,,,,,,,,,,
clone-trooper,,,,,,TRUE,,Lg,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028201075,,,,,,,,,,,,,,,,,,,,,,
astronaut,,,,,,TRUE,,Lg,,,,,,,,,,,26.24,34.99,TRUE,TRUE,883028270071,,,,,,,,,,,,,,,,,,,,,,
raphael-movie,,,,,,TRUE,,Lg,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028897476,,,,,,,,,,,,,,,,,,,,,,
zombie-boy,Zombie Boy,,Forum Novelties Inc,Costumes,"zombie, boy, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,22.49,29.99,TRUE,TRUE,721773669415,,,,,,,,,,,,,,,,,,,,,,
i'm-invisible,,,,,,TRUE,,Med,,RED,,,,,,,,,20.99,27.99,TRUE,TRUE,721773689024,,,,,,,,,,,,,,,,,,,,,,
patriot,Patriot,,Costume Culture By Franco Llc,Costumes,"patriot, sm, small, costumes, ",TRUE,Size,Sm,,,,,,,,,,,37.49,49.99,TRUE,TRUE,91346922415,,,,,,,,,,,,,,,,,,,,,,
patriot,,,,,,TRUE,,Med,,,,,,,,,,,37.49,49.99,TRUE,TRUE,91346922422,,,,,,,,,,,,,,,,,,,,,,
banana-,Banana ,,Rasta Imposta,Costumes,"banana, 7-10, 7-10, costumes, ",TRUE,Size,,,,,,,,,,,,22.49,29.99,TRUE,TRUE,791249009717,,,,,,,,,,,,,,,,,,,,,,
patriot,,,,,,TRUE,,Lg,,,,,,,,,,,37.49,49.99,TRUE,TRUE,91346922439,,,,,,,,,,,,,,,,,,,,,,
hot-dog-,Hot Dog ,,Rasta Imposta,Costumes,"hot, dog, 7-10, 7-10, costumes, ",TRUE,Size,,,,,,,,,,,,22.49,29.99,TRUE,TRUE,791249009748,,,,,,,,,,,,,,,,,,,,,,
sand-shark-,Sand Shark ,,Rasta Imposta,Costumes,"sand, shark, 4-6, 4-6, costumes, ",TRUE,Size,,,,,,,,,,,,24.74,32.99,TRUE,TRUE,791249652647,,,,,,,,,,,,,,,,,,,,,,
sand-shark-,,,,,,TRUE,,,,,,,,,,,,,24.74,32.99,TRUE,TRUE,791249652678,,,,,,,,,,,,,,,,,,,,,,
jack-sparrow--teen,Jack Sparrow  Teen,,Disguise Inc.,Costumes,"jack, sparrow, 38-40, teen, 38-40, teen, costumes, ",TRUE,Size,Teen,,,,,,,,,,,67.49,89.99,TRUE,TRUE,32692503521,,,,,,,,,,,,,,,,,,,,,,
mad-hatter-teen,Mad Hatter Teen,,Disguise Inc.,Costumes,"mad, hatter, teen, teen, costumes, ",TRUE,Size,M,,,,,,,,,,,59.99,79.99,TRUE,TRUE,39897135472,,,,,,,,,,,,,,,,,,,,,,
air-force-pilot,Air Force Pilot,,Rubie's Costume Co.,Costumes,"air, force, pilot, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,26.24,34.99,TRUE,TRUE,883028270170,,,,,,,,,,,,,,,,,,,,,,
donatello,,,,,,TRUE,,Lg,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028676170,,,,,,,,,,,,,,,,,,,,,,
native-warrior,Native Warrior,,Rubie's Costume Co.,Costumes,"native, warrior, sm, small, costumes, ",TRUE,Size,Sm,,,,,,,,,,,11.24,14.99,TRUE,TRUE,883028192854,,,,,,,,,,,,,,,,,,,,,,
duke-,Duke ,,Disguise Inc.,Costumes,"duke, 7-8, 7-8, costumes, ",TRUE,Size,,,,,,,,,,,,22.49,29.99,TRUE,TRUE,32692037071,,,,,,,,,,,,,,,,,,,,,,
motocross-rider-,Motocross Rider ,,Disguise Inc.,Costumes,"motocross, rider, 7-8, 7-8, costumes, ",TRUE,Size,M,,,,,,,,,,,18.74,24.99,TRUE,TRUE,32692212591,,,,,,,,,,,,,,,,,,,,,,
old-west-sheriff,Old West Sheriff,,Fun World,Costumes,"old, west, sheriff, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,22.49,29.99,TRUE,TRUE,788677062780,,,,,,,,,,,,,,,,,,,,,,
ari-force-pilot,Ari Force Pilot,,Rubie's Costume Co.,Costumes,"ari, force, pilot, med, medium, costumes, ",TRUE,Size,Med,,,,,,,,,,,26.24,34.99,TRUE,TRUE,883028270163,,,,,,,,,,,,,,,,,,,,,,
firefighter,Firefighter,,Rubie's Costume Co.,Costumes,"firefighter, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,24.74,32.99,TRUE,TRUE,883028270378,,,,,,,,,,,,,,,,,,,,,,
glow-alien-,Glow Alien ,,Disguise Inc.,Costumes,"glow, alien, 7-8, 7-8, costumes, ",TRUE,Size,,,,,,,,,,,,22.49,29.99,TRUE,TRUE,39897392189,,,,,,,,,,,,,,,,,,,,,,
mr-potato-head,Mr Potato Head,,Disguise Inc.,Costumes,"mr, potato, head, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,29.99,39.99,TRUE,TRUE,39897168098,,,,,,,,,,,,,,,,,,,,,,
old-west-sheriff,,,,,,TRUE,,Med,,,,,,,,,,,22.49,29.99,TRUE,TRUE,788677056505,,,,,,,,,,,,,,,,,,,,,,
ari-force-pilot,,,,,,TRUE,,Sm,,,,,,,,,,,26.24,34.99,TRUE,TRUE,883028270156,,,,,,,,,,,,,,,,,,,,,,
firefighter,,,,,,TRUE,,Med,,,,,,,,,,,24.74,32.99,TRUE,TRUE,883028270361,,,,,,,,,,,,,,,,,,,,,,
ninja,Ninja,,Rubie's Costume Co.,Costumes,"ninja, black, med, medium, costumes, ",TRUE,Size,Med,Color,BLACK,,,,,,,,,11.24,14.99,TRUE,TRUE,883028190065,,,,,,,,,,,,,,,,,,,,,,
glow-alien-,,,,,,TRUE,,,,,,,,,,,,,22.49,29.99,TRUE,TRUE,39897392196,,,,,,,,,,,,,,,,,,,,,,
old-west-sheriff,,,,,,TRUE,,Sm,,,,,,,,,,,22.49,29.99,TRUE,TRUE,788677068713,,,,,,,,,,,,,,,,,,,,,,
astronaut,,,,,,TRUE,,Sm,,,,,,,,,,,26.24,34.99,TRUE,TRUE,883028270057,,,,,,,,,,,,,,,,,,,,,,
firefighter,,,,,,TRUE,,Sm,,,,,,,,,,,24.74,32.99,TRUE,TRUE,883028270354,,,,,,,,,,,,,,,,,,,,,,
ninja,,,,,,TRUE,,Sm,,BLACK,,,,,,,,,11.24,14.99,TRUE,TRUE,883028190058,,,,,,,,,,,,,,,,,,,,,,
policeman-,,,,,,TRUE,,M,,,,,,,,,,,22.49,29.99,TRUE,TRUE,23168115270,,,,,,,,,,,,,,,,,,,,,,
frankie,,,,,,TRUE,,Lg,,,,,,,,,,,22.49,29.99,TRUE,TRUE,82686188531,,,,,,,,,,,,,,,,,,,,,,
obi-wan-kenobi,Obi-Wan Kenobi,,Rubie's Costume Co.,Costumes,"obi-wan, kenobi, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028201372,,,,,,,,,,,,,,,,,,,,,,
scarecrow,Scarecrow,,Fun World,Costumes,"scarecrow, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,33.74,44.99,TRUE,TRUE,71765010924,,,,,,,,,,,,,,,,,,,,,,
batman-dk,,,,,,TRUE,,Med,,,,,,,,,,,29.99,39.99,TRUE,TRUE,883028310463,,,,,,,,,,,,,,,,,,,,,,
frankie,,,,,,TRUE,,Med,,,,,,,,,,,22.49,29.99,TRUE,TRUE,400000021713,,,,,,,,,,,,,,,,,,,,,,
obi-wan-kenobi,,,,,,TRUE,,Sm,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028201358,,,,,,,,,,,,,,,,,,,,,,
wolverine-,,,,,,TRUE,,,,,,,,,,,,,26.24,34.99,TRUE,TRUE,32692055501,,,,,,,,,,,,,,,,,,,,,,
scarecrow,,,,,,TRUE,,Med,,,,,,,,,,,33.74,44.99,TRUE,TRUE,71765010917,,,,,,,,,,,,,,,,,,,,,,
batman-kit,,,,,,TRUE,,M,,,,,,,,,,,22.49,29.99,TRUE,TRUE,82686048682,,,,,,,,,,,,,,,,,,,,,,
perseus,Perseus,,Rubie's Costume Co.,Costumes,"perseus, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028392377,,,,,,,,,,,,,,,,,,,,,,
wolverine-,,,,,,TRUE,,,,,,,,,,,,,26.24,34.99,TRUE,TRUE,32692055563,,,,,,,,,,,,,,,,,,,,,,
street-zombie,Street Zombie,,Fun World,Costumes,"street, zombie, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,29.99,39.99,TRUE,TRUE,71765038812,,,,,,,,,,,,,,,,,,,,,,
batman-mscl,,,,,,TRUE,,Med,,,,,,,,,,,29.99,39.99,TRUE,TRUE,883028348268,,,,,,,,,,,,,,,,,,,,,,
perseus,,,,,,TRUE,,Med,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028392360,,,,,,,,,,,,,,,,,,,,,,
tombstone-cowboy,Tombstone Cowboy,,Rubie's Costume Co.,Costumes,"tombstone, cowboy, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028323272,,,,,,,,,,,,,,,,,,,,,,
ironhide-,Ironhide ,,Disguise Inc.,Costumes,"ironhide, 10-12, 10-12, costumes, ",TRUE,Size,,,,,,,,,,,,37.49,49.99,TRUE,TRUE,39897259567,,,,,,,,,,,,,,,,,,,,,,
chief-surgeon,,,,,,TRUE,,Lg,,,,,,,,,,,22.49,29.99,TRUE,TRUE,721773669446,,,,,,,,,,,,,,,,,,,,,,
street-zombie,,,,,,TRUE,,Med,,,,,,,,,,,29.99,39.99,TRUE,TRUE,71765033060,,,,,,,,,,,,,,,,,,,,,,
batman-mus-dl,,,,,,TRUE,,Sm,,,,,,,,,,,29.99,39.99,TRUE,TRUE,883028310456,,,,,,,,,,,,,,,,,,,,,,
gangster,,,,,,TRUE,,Med,,,,,,,,,,,26.24,34.99,TRUE,TRUE,400000269078,,,,,,,,,,,,,,,,,,,,,,
pirate-king,,,,,,TRUE,,Lg,,,,,,,,,,,11.24,14.99,TRUE,TRUE,883028104079,,,,,,,,,,,,,,,,,,,,,,
trnslyvn-vampire,Trnslyvn Vampire,,Rubie's Costume Co.,Costumes,"trnslyvn, vampire, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,18.74,24.99,TRUE,TRUE,883028392179,,,,,,,,,,,,,,,,,,,,,,
ironhide-,,,,,,TRUE,,,,,,,,,,,,,37.49,49.99,TRUE,TRUE,39897259550,,,,,,,,,,,,,,,,,,,,,,
raven-ninja-,Raven Ninja ,,Disguise Inc.,Costumes,"raven, ninja, 10-12, 10-12, costumes, ",TRUE,Size,,,,,,,,,,,,22.49,29.99,TRUE,TRUE,32692053309,,,,,,,,,,,,,,,,,,,,,,
chief-surgeon,,,,,,TRUE,,Med,,,,,,,,,,,22.49,29.99,TRUE,TRUE,721773669439,,,,,,,,,,,,,,,,,,,,,,
batman-muscle,,,,,,TRUE,,Lg,,,,,,,,,,,29.99,39.99,TRUE,TRUE,883028221172,,,,,,,,,,,,,,,,,,,,,,
gangster,,,,,,TRUE,,Sm,,,,,,,,,,,26.24,34.99,TRUE,TRUE,400000947020,,,,,,,,,,,,,,,,,,,,,,
policeman,,,,,,TRUE,,Sm,,,,,,,,,,,26.24,34.99,TRUE,TRUE,883028211456,,,,,,,,,,,,,,,,,,,,,,
trnslyvn-vampire,,,,,,TRUE,,Med,,,,,,,,,,,18.74,24.99,TRUE,TRUE,883028392162,,,,,,,,,,,,,,,,,,,,,,
ironhide-,,,,,,TRUE,,,,,,,,,,,,,37.49,49.99,TRUE,TRUE,39897259543,,,,,,,,,,,,,,,,,,,,,,
fireman,,,,,,TRUE,,Lg,,,,,,,,,,,29.99,39.99,TRUE,TRUE,721773686320,,,,,,,,,,,,,,,,,,,,,,
batman-mus,,,,,,TRUE,,Lg,,,,,,,,,,,29.99,39.99,TRUE,TRUE,883028348275,,,,,,,,,,,,,,,,,,,,,,
ghostbusters,,,,,,TRUE,,Med,,,,,,,,,,,29.99,39.99,TRUE,TRUE,883028432066,,,,,,,,,,,,,,,,,,,,,,
raphael,,,,,,TRUE,,Lg,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028676279,,,,,,,,,,,,,,,,,,,,,,
trnslyvn-vampire,,,,,,TRUE,,Sm,,,,,,,,,,,18.74,24.99,TRUE,TRUE,883028392155,,,,,,,,,,,,,,,,,,,,,,
fireman,,,,,,TRUE,,Med,,,,,,,,,,,29.99,39.99,TRUE,TRUE,721773686313,,,,,,,,,,,,,,,,,,,,,,
robe,,,,,,TRUE,,Lg,,BLACK,,,,,,,,,9.74,12.99,TRUE,TRUE,883028191376,,,,,,,,,,,,,,,,,,,,,,
scooby-doo,,,,,,TRUE,,Sm,,,,,,,,,,,41.24,54.99,TRUE,TRUE,883028209255,,,,,,,,,,,,,,,,,,,,,,
haunted-child,Haunted Child,,Forum Novelties Inc,Costumes,"haunted, child, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,26.24,34.99,TRUE,TRUE,721773647376,,,,,,,,,,,,,,,,,,,,,,
greaser,,,,,,TRUE,,Med,,,,,,,,,,,20.99,27.99,TRUE,TRUE,400000597362,,,,,,,,,,,,,,,,,,,,,,
skeleton,,,,,,TRUE,,Lg,,,,,,,,,,,11.24,14.99,TRUE,TRUE,883028190775,,,,,,,,,,,,,,,,,,,,,,
viper-ninja-,,,,,,TRUE,,,,RED,,,,,,,,,29.99,39.99,TRUE,TRUE,32692053408,,,,,,,,,,,,,,,,,,,,,,
lil-buccaneer-,Lil Buccaneer ,,Forum Novelties Inc,Costumes,"lil, buccaneer, 4-6, 4-6, costumes, ",TRUE,Size,,,,,,,,,,,,11.24,14.99,TRUE,TRUE,721773605826,,,,,,,,,,,,,,,,,,,,,,
skeleton,,,,,,TRUE,,Med,,,,,,,,,,,11.24,14.99,TRUE,TRUE,883028190768,,,,,,,,,,,,,,,,,,,,,,
leonardo-,,,,,,TRUE,,,,,,,,,,,,,24.99,49.99,TRUE,TRUE,39897446653,,,,,,,,,,,,,,,,,,,,,,
viper-ninja-,,,,,,TRUE,,,,RED,,,,,,,,,29.99,39.99,TRUE,TRUE,32692053460,,,,,,,,,,,,,,,,,,,,,,
pirate-boy,,,,,,TRUE,,Lg,,,,,,,,,,,11.24,14.99,TRUE,TRUE,721773270147,,,,,,,,,,,,,,,,,,,,,,
banana-child,,,,,,TRUE,,Child,,,,,,,,,,,22.49,29.99,TRUE,TRUE,791249910204,,,,,,,,,,,,,,,,,,,,,,
robe,,,,,,TRUE,,Sm,,BLACK,,,,,,,,,9.74,12.99,TRUE,TRUE,883028191352,,,,,,,,,,,,,,,,,,,,,,
skeleton,,,,,,TRUE,,Sm,,,,,,,,,,,11.24,14.99,TRUE,TRUE,883028190751,,,,,,,,,,,,,,,,,,,,,,
bumblebee-,Bumblebee ,,Disguise Inc.,Costumes,"bumblebee, 10-12, 10-12, costumes, ",TRUE,Size,M,,,,,,,,,,,29.99,39.99,TRUE,TRUE,32692036708,,,,,,,,,,,,,,,,,,,,,,
lightening-mcqeeen-,Lightening Mcqeeen ,,Disguise Inc.,Costumes,"lightening, mcqeeen, 4-6, 4-6, costumes, ",TRUE,Size,M,,,,,,,,,,,22.49,29.99,TRUE,TRUE,32692639367,,,,,,,,,,,,,,,,,,,,,,
retro-robot-,Retro Robot ,,Disguise Inc.,Costumes,"retro, robot, 4-6, 4-6, costumes, ",TRUE,Size,,,,,,,,,,,,29.99,39.99,TRUE,TRUE,39897394626,,,,,,,,,,,,,,,,,,,,,,
uncle-sam-child,,,,,,TRUE,,Lg,,,,,,,,,,,11.24,14.99,TRUE,TRUE,400000505619,,,,,,,,,,,,,,,,,,,,,,
clown-,,,,,,TRUE,,Sm,,,,,,,,,,,26.24,34.99,TRUE,TRUE,791249961008,,,,,,,,,,,,,,,,,,,,,,
captain,,,,,,TRUE,,Med,,BLACK,,,,,,,,,29.99,39.99,TRUE,TRUE,883028289660,,,,,,,,,,,,,,,,,,,,,,
special-forces,Special Forces,,Rubie's Costume Co.,Costumes,"special, forces, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,26.24,34.99,TRUE,TRUE,883028210374,,,,,,,,,,,,,,,,,,,,,,
lt-mcqueen-candy-catcher,Lt Mcqueen Candy Catcher,,Disguise Inc.,Costumes,"lt, mcqueen, candy, catcher, std, costumes, ",TRUE,Size,M,,,,,,,,,,,29.99,39.99,TRUE,TRUE,39897328188,,,,,,,,,,,,,,,,,,,,,,
uncle-sam-child,,,,,,TRUE,,Med,,,,,,,,,,,11.24,14.99,TRUE,TRUE,721773270949,,,,,,,,,,,,,,,,,,,,,,
french-fries-,French Fries ,,Rasta Imposta,Costumes,"french, fries, 7-10, 7-10, costumes, ",TRUE,Size,,,,,,,,,,,,22.49,29.99,TRUE,TRUE,791249708375,,,,,,,,,,,,,,,,,,,,,,
cherokee-warrior,,,,,,TRUE,,Sm,,,,,,,,,,,12.74,16.99,TRUE,TRUE,883028105151,,,,,,,,,,,,,,,,,,,,,,
hidden-face-robe,Hidden Face Robe,,Rubie's Costume Co.,Costumes,"hidden, face, robe, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,11.99,15.99,TRUE,TRUE,883028105472,,,,,,,,,,,,,,,,,,,,,,
special-forces,,,,,,TRUE,,Med,,,,,,,,,,,26.24,34.99,TRUE,TRUE,883028210367,,,,,,,,,,,,,,,,,,,,,,
uncle-sam,,,,,,TRUE,,Lg,,,,,,,,,,,11.24,14.99,TRUE,TRUE,721773270956,,,,,,,,,,,,,,,,,,,,,,
ketchup-child,Ketchup Child,,Rasta Imposta,Costumes,"ketchup, child, child, costumes, ",TRUE,Size,Child,,,,,,,,,,,22.49,29.99,TRUE,TRUE,791249009755,,,,,,,,,,,,,,,,,,,,,,
hidden-face-robe,,,,,,TRUE,,Med,,,,,,,,,,,11.99,15.99,TRUE,TRUE,883028105465,,,,,,,,,,,,,,,,,,,,,,
spongebob,Spongebob,,Rubie's Costume Co.,Costumes,"spongebob, lg, large, costumes, ",TRUE,Size,Lg,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028317677,,,,,,,,,,,,,,,,,,,,,,
zombie-boy,,,,,,TRUE,,Med,,,,,,,,,,,22.49,29.99,TRUE,TRUE,721773669408,,,,,,,,,,,,,,,,,,,,,,
mustard-child,Mustard Child,,Rasta Imposta,Costumes,"mustard, child, child, costumes, ",TRUE,Size,M,,,,,,,,,,,22.49,29.99,TRUE,TRUE,791249229764,,,,,,,,,,,,,,,,,,,,,,
clone-troop-rex,,,,,,TRUE,,Med,,,,,,,,,,,44.99,59.99,TRUE,TRUE,883028320165,,,,,,,,,,,,,,,,,,,,,,
indiana-jones,,,,,,TRUE,,Sm,,,,,,,,,,,26.24,34.99,TRUE,TRUE,883028312658,,,,,,,,,,,,,,,,,,,,,,
super-why-,Super Why ,,Disguise Inc.,Costumes,"super, why, 4-6, 4-6, costumes, ",TRUE,Size,,,,,,,,,,,,22.49,29.99,TRUE,TRUE,36292720562,,,,,,,,,,,,,,,,,,,,,,
zombie-boy,,,,,,TRUE,,Sm,,,,,,,,,,,22.49,29.99,TRUE,TRUE,721773669392,,,,,,,,,,,,,,,,,,,,,,
pizza-child,Pizza Child,,Rasta Imposta,Costumes,"pizza, child, child, costumes, ",TRUE,Size,Child,,,,,,,,,,,22.49,29.99,TRUE,TRUE,791249910501,,,,,,,,,,,,,,,,,,,,,,
clone-trooper-rex,,,,,,TRUE,,Lg,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028320073,,,,,,,,,,,,,,,,,,,,,,
leonardo,,,,,,TRUE,,Lg,,,,,,,,,,,19.99,39.99,TRUE,TRUE,883028676071,,,,,,,,,,,,,,,,,,,,,,
spongebob,,,,,,TRUE,,Med,,,,,,,,,,,22.49,29.99,TRUE,TRUE,883028317660,,,,,,,,,,,,,,,,,,,,,,
thomas-candy-catcher,Thomas Candy Catcher,,Disguise Inc.,Costumes,"thomas, candy, catcher, std, costumes, ",TRUE,Size,M,,,,,,,,,,,26.24,34.99,TRUE,TRUE,32692591351,,,,,,,,,,,,,,,,,,,,,,
