Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,
miss-sock-hop-child,,,,,,,,Large,,,,,,,shopify,6,deny,manual,28.49,37.99,True,,809802000000,,,,,,,,,,,,,,,,,,,,,,
cleopatra,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,12.74,16.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
lil-witch-child,,,,,,,,Small,,,,,,,shopify,3,deny,manual,11.24,14.99,True,,809802000000,,,,,,,,,,,,,,,,,,,,,,
lil-witch-child,,,,,,,,Medium,,,,,,,shopify,5,deny,manual,11.24,14.99,True,,809802000000,,,,,,,,,,,,,,,,,,,,,,
totally-ladybug-child,Girls Totally Ladybug Child Costume,,Amscan,Costumes,"totally, ladybug, child, sm, costumes, ",,Size,Small,,,,,,,shopify,2,deny,manual,29.99,39.99,True,,809802000000,,,,,,,,,,,,,,,,,,,,,,
ahoy-matey--teen,Girls Ahoy Matey  Teen Costume,,Disguise Inc.,Costumes,"ahoy, matey, 7-9, teen, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,32692246220,,,,,,,,,,,,,,,,,,,,,,
gypsy-princess-s/m,Girls Gypsy Princess S/M Costume,,Leg Avenue Inc.,Costumes,"gypsy, princess, s/m, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,37.49,49.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
dorothy,Girls Dorothy Costume,,Rubie's Costume Co.,Costumes,"dorothy, sm, costumes, ",,Size,Small,,,,,,,shopify,0,deny,manual,22.49,29.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
vamptessa,Girls Vamptessa Costume,,Fun World,Costumes,"vamptessa, sm, costumes, ",,Size,Small,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,23168058263,,,,,,,,,,,,,,,,,,,,,,
vamptessa,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,23168158260,,,,,,,,,,,,,,,,,,,,,,
vamptessa,,,,,,,,Large,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,23168258267,,,,,,,,,,,,,,,,,,,,,,
midnight-fairy,Girls Midnight Fairy Costume,,Fun World,Costumes,"midnight, fairy, sm, costumes, ",,Size,Small,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,23168058973,,,,,,,,,,,,,,,,,,,,,,
midnight-fairy,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,23168158970,,,,,,,,,,,,,,,,,,,,,,
midnight-fairy,,,,,,,,Large,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,23168258977,,,,,,,,,,,,,,,,,,,,,,
cheerless-leader,,,,,,,,,,,,,,,shopify,1,deny,manual,29.99,39.99,True,,32692280280,,,,,,,,,,,,,,,,,,,,,,
lil-miss-m/l,Girls Lil Miss M/L Costume,,Leg Avenue Inc.,Costumes,"lil, miss, red, m/l, costumes, ",,Size,Medium,Color,RED,,,,,shopify,0,deny,manual,32.24,42.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
flower-power-,Girls Flower Power- Costume,,Rubie's Costume Co.,Costumes,"flower, power-, lg, costumes, ",,Size,Large,,,,,,,shopify,2,deny,manual,18.74,24.99,True,,82686186643,,,,,,,,,,,,,,,,,,,,,,
monster-bride,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,22.49,29.99,True,,32692280101,,,,,,,,,,,,,,,,,,,,,,
police-chief,,,,,,,,Small,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,71765028691,,,,,,,,,,,,,,,,,,,,,,
cross-eyed-carlie,,,,,,,,Jul,,,,,,,shopify,0,deny,manual,33.74,44.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
little-zebra,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,28.49,37.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
caribbean-pirate,Girls Caribbean Pirate Costume,,Fun World,Costumes,"caribbean, pirate, lg, costumes, ",,Size,Large,,,,,,,shopify,2,deny,manual,14.99,19.99,True,,23168287830,,,,,,,,,,,,,,,,,,,,,,
honey-bee,Girls Honey Bee Costume,,Fun World,Costumes,"honey, bee, lg, costumes, ",,Size,Large,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,71765004206,,,,,,,,,,,,,,,,,,,,,,
sweetheart-bat,Girls Sweetheart Bat Costume,,Fun World,Costumes,"sweetheart, bat, lg, costumes, ",,Size,Large,,,,,,,shopify,0,deny,manual,18.74,24.99,True,,788677000000,,,,,,,,,,,,,,,,,,,,,,
cheshire-cat--teen,Girls Cheshire Cat  Teen Costume,,Disguise Inc.,Costumes,"cheshire, cat, 14-16, teen, costumes, ",,Size,Teen,,,,,,,shopify,0,deny,manual,37.49,49.99,True,,32692033387,,,,,,,,,,,,,,,,,,,,,,
lil-miss-s/m,,,,,,,,Medium,,RED,,,,,shopify,0,deny,manual,32.24,42.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
flower-power-,,,,,,,,Medium,,,,,,,shopify,2,deny,manual,18.74,24.99,True,,400001000000,,,,,,,,,,,,,,,,,,,,,,
punky-pirate,Girls Punky Pirate Costume,,Rubie's Costume Co.,Costumes,"punky, pirate, med, costumes, ",,Size,Medium,,,,,,,shopify,2,deny,manual,18.74,24.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
monster-bride,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,22.49,29.99,True,,32692280170,,,,,,,,,,,,,,,,,,,,,,
police-chief,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,71765028707,,,,,,,,,,,,,,,,,,,,,,
cross-eyed-carlie,,,,,,,,Apr,,,,,,,shopify,0,deny,manual,33.74,44.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
little-zebra,,,,,,,,Small,,,,,,,shopify,0,deny,manual,28.49,37.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
caribbean-pirate,,,,,,,,Medium,,,,,,,shopify,2,deny,manual,14.99,19.99,True,,23168187833,,,,,,,,,,,,,,,,,,,,,,
honey-bee,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,71765004190,,,,,,,,,,,,,,,,,,,,,,
sweetheart-bat,,,,,,,,Small,,,,,,,shopify,0,deny,manual,18.74,24.99,True,,788677000000,,,,,,,,,,,,,,,,,,,,,,
funkie-frankie,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,32.24,42.99,True,,71765043946,,,,,,,,,,,,,,,,,,,,,,
heaven-sent,Girls Heaven Sent Costume,,Fun World,Costumes,"heaven, sent, lg, costumes, ",,Size,Large,,,,,,,shopify,2,deny,manual,18.74,24.99,True,,788677000000,,,,,,,,,,,,,,,,,,,,,,
fluffy-bunny,Girls Fluffy Bunny Costume,,Leg Avenue Inc.,Costumes,"fluffy, bunny, lg, costumes, ",,Size,Large,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
playtime-police,Girls Playtime Police Costume,,Leg Avenue Inc.,Costumes,"playtime, police, lg, costumes, ",,Size,Large,,,,,,,shopify,1,deny,manual,26.24,34.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
caribbean-pirate,,,,,,,,Small,,,,,,,shopify,1,deny,manual,14.99,19.99,True,,23168087836,,,,,,,,,,,,,,,,,,,,,,
honey-bee,,,,,,,,Small,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,71765004183,,,,,,,,,,,,,,,,,,,,,,
vampirina,Girls Vampirina Costume,,Fun World,Costumes,"vampirina, lg, costumes, ",,Size,Large,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,71765016766,,,,,,,,,,,,,,,,,,,,,,
pirate-lass,,,,,,,,Oct,,,,,,,shopify,2,deny,manual,29.99,39.99,True,,32692920830,,,,,,,,,,,,,,,,,,,,,,
wick'd-wolfie,Girls Wick'd Wolfie Costume,,Fun World,Costumes,"wick'd, wolfie, lg, costumes, ",,Size,Large,,,,,,,shopify,0,deny,manual,32.24,42.99,True,,71765043984,,,,,,,,,,,,,,,,,,,,,,
heaven-sent,,,,,,,,Small,,,,,,,shopify,1,deny,manual,18.74,24.99,True,,788677000000,,,,,,,,,,,,,,,,,,,,,,
fluffy-bunny,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
playtime-police,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
coffin-witch,Girls Coffin Witch Costume,,Fun World,Costumes,"coffin, witch, sm, costumes, ",,Size,Small,,,,,,,shopify,0,deny,manual,22.49,29.99,True,,23168059925,,,,,,,,,,,,,,,,,,,,,,
lady-dracula,Girls Lady Dracula Costume,,Fun World,Costumes,"lady, dracula, lg, costumes, ",,Size,Large,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,71765021463,,,,,,,,,,,,,,,,,,,,,,
vampirina,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,71765016759,,,,,,,,,,,,,,,,,,,,,,
ms-bo-jangles,Girls Ms Bo Jangles Costume,,Forum Novelties Inc,Costumes,"ms, bo, jangles, sm, costumes, ",,Size,Small,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,721774000000,,,,,,,,,,,,,,,,,,,,,,
ms-bo-jangles,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,721774000000,,,,,,,,,,,,,,,,,,,,,,
ms-bo-jangles,,,,,,,,Large,,,,,,,shopify,4,deny,manual,29.99,39.99,True,,721774000000,,,,,,,,,,,,,,,,,,,,,,
wick'd-wolfie,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,32.24,42.99,True,,71765043977,,,,,,,,,,,,,,,,,,,,,,
heaven-sent,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,18.74,24.99,True,,788677000000,,,,,,,,,,,,,,,,,,,,,,
fluffy-bunny,,,,,,,,Small,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
playtime-police,,,,,,,,Small,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
lady-pirate,Girls Lady Pirate  Costume,,Fun World,Costumes,"dlx, lady, pirate, 12-14, costumes, ",,,Dec,,,,,,,shopify,0,deny,manual,18.74,24.99,True,,23168287991,,,,,,,,,,,,,,,,,,,,,,
lady-dracula,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,71765021456,,,,,,,,,,,,,,,,,,,,,,
vampirina,,,,,,,,Small,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,71765016742,,,,,,,,,,,,,,,,,,,,,,
funkie-frankie,,,,,,,,Large,,,,,,,shopify,0,deny,manual,32.24,42.99,True,,71765043953,,,,,,,,,,,,,,,,,,,,,,
pretty-panda,Girls Pretty Panda Costume,,Leg Avenue Inc.,Costumes,"pretty, panda, lg, costumes, ",,Size,Large,,,,,,,shopify,0,deny,manual,28.49,37.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
dragon-ninja,,,,,,,,Apr,,,,,,,shopify,0,deny,manual,18.74,24.99,True,,71765039758,,,,,,,,,,,,,,,,,,,,,,
lady-dracula,,,,,,,,Small,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,71765021449,,,,,,,,,,,,,,,,,,,,,,
angel,Girls Angel Costume,,Forum Novelties Inc,Costumes,"angel, med, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,11.24,14.99,True,,400000000000,,,,,,,,,,,,,,,,,,,,,,
sock-monkey,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,19.99,39.99,True,,39897383354,,,,,,,,,,,,,,,,,,,,,,
sweet-raccoon,,,,,,,,Large,,,,,,,shopify,0,deny,manual,37.49,49.99,True,,71765036856,,,,,,,,,,,,,,,,,,,,,,
pretty-panda,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,28.49,37.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
fairy-witch,Girls Fairy Witch Costume,,Fun World,Costumes,"fairy, witch, med, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,22.49,29.99,True,,23168158635,,,,,,,,,,,,,,,,,,,,,,
lovely-ladybug,,,,,,,,Small,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,71765004152,,,,,,,,,,,,,,,,,,,,,,
betsy-ross,Girls Betsy Ross Costume,,Forum Novelties Inc,Costumes,"betsy, ross, lg, costumes, ",,Size,Large,,,,,,,shopify,0,deny,manual,9.74,12.99,True,,721774000000,,,,,,,,,,,,,,,,,,,,,,
sweet-raccoon,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,37.49,49.99,True,,71765036849,,,,,,,,,,,,,,,,,,,,,,
pretty-panda,,,,,,,,Small,,,,,,,shopify,0,deny,manual,28.49,37.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
fairy-witch,,,,,,,,Small,,,,,,,shopify,0,deny,manual,22.49,29.99,True,,23168058638,,,,,,,,,,,,,,,,,,,,,,
sassy-vamp,Girls Sassy Vamp Costume,,Fun World,Costumes,"sassy, vamp, sm, costumes, ",,Size,Small,,,,,,,shopify,0,deny,manual,22.49,29.99,True,,23168059666,,,,,,,,,,,,,,,,,,,,,,
fairytale-princess,Girls Fairytale Princess  Costume,,Forum Novelties Inc,Costumes,"fairytale, princess, 4-6, costumes, ",,,Apr,,,,,,,shopify,3,deny,manual,17.24,22.99,True,,721774000000,,,,,,,,,,,,,,,,,,,,,,
rascal-raccoon,,,,,,,,Large,,,,,,,shopify,0,deny,manual,28.49,37.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
feelin-groovy,,,,,,,,Large,,,,,,,shopify,0,deny,manual,22.49,29.99,True,,71765011303,,,,,,,,,,,,,,,,,,,,,,
sprkng-spiderella,,,,,,,,Large,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,23168258830,,,,,,,,,,,,,,,,,,,,,,
gold-princess,Girls Gold Princess Costume,,Forum Novelties Inc,Costumes,"gold, princess, med, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,22.49,29.99,True,,400000000000,,,,,,,,,,,,,,,,,,,,,,
cheshire-cat--teen,,,,,,,,Teen,,,,,,,shopify,0,deny,manual,37.49,49.99,True,,32692033325,,,,,,,,,,,,,,,,,,,,,,
sassy-skeleton-m/l,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,37.49,49.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
forest-bandit,,,,,,,,Small,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,883029000000,,,,,,,,,,,,,,,,,,,,,,
crystal-princess,Girls Crystal Princess Costume,,Rubie's Costume Co.,Costumes,"crystal, princess, sm, costumes, ",,Size,Small,,,,,,,shopify,1,deny,manual,22.49,29.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
forest-bandit,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,883029000000,,,,,,,,,,,,,,,,,,,,,,
crystal-princess,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,22.49,29.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
party-cat,Girls Party Cat Costume,,Rubie's Costume Co.,Costumes,"party, cat, sm, costumes, ",,Size,Small,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,883029000000,,,,,,,,,,,,,,,,,,,,,,
supergirl,Girls Supergirl Costume,,Rubie's Costume Co.,Costumes,"supergirl, sm, costumes, ",,Size,Small,,,,,,,shopify,2,deny,manual,26.24,34.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
bad-spirit,Girls Bad Spirit Costume,,Rubie's Costume Co.,Costumes,"bad, spirit, lg, costumes, ",,Size,Large,,,,,,,shopify,1,deny,manual,20.99,27.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
party-cat,,,,,,,,Medium,,,,,,,shopify,2,deny,manual,29.99,39.99,True,,883029000000,,,,,,,,,,,,,,,,,,,,,,
supergirl,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
regal-queen,Girls Regal Queen Costume,,Rubie's Costume Co.,Costumes,"regal, queen, sm, costumes, ",,Size,Small,,,,,,,shopify,1,deny,manual,24.74,32.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
lagoona,Girls Lagoona Costume,,Rubie's Costume Co.,Costumes,"lagoona, blue, lg, costumes, ",,Size,Large,Color,BLUE,,,,,shopify,0,deny,manual,22.49,29.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
party-cat,,,,,,,,Large,,,,,,,shopify,2,deny,manual,29.99,39.99,True,,883029000000,,,,,,,,,,,,,,,,,,,,,,
wonder-woman,Girls Wonder Woman Costume,,Rubie's Costume Co.,Costumes,"wonder, woman, sm, costumes, ",,Size,Small,,,,,,,shopify,1,deny,manual,26.24,34.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
regal-queen,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,24.74,32.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
neon-leopard-hoodie,Girls Neon Leopard Hoodie Costume,,Rubie's Costume Co.,Costumes,"neon, leopard, hoodie, lg, costumes, ",,Size,Large,,,,,,,shopify,2,deny,manual,24.74,32.99,True,,883029000000,,,,,,,,,,,,,,,,,,,,,,
wonder-woman,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
regal-queen,,,,,,,,Large,,,,,,,shopify,1,deny,manual,24.74,32.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
snow-angel,Girls Snow Angel Costume,,Rubie's Costume Co.,Costumes,"snow, angel, sm, costumes, ",,Size,Small,,,,,,,shopify,1,deny,manual,22.49,29.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
neon-pink-zebra-hoodie,Girls Neon Pink Zebra Hoodie Costume,,Rubie's Costume Co.,Costumes,"neon, pink, zebra, hoodie, lg, costumes, ",,Size,Large,,,,,,,shopify,2,deny,manual,24.74,32.99,True,,883029000000,,,,,,,,,,,,,,,,,,,,,,
harem-girl,Girls Harem Girl Costume,,Rubie's Costume Co.,Costumes,"harem, girl, sm, costumes, ",,Size,Small,,,,,,,shopify,0,deny,manual,12.74,16.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
snow-angel,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,22.49,29.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
harem-girl,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,12.74,16.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
snow-angel,,,,,,,,Large,,,,,,,shopify,0,deny,manual,22.49,29.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
draculaura,Girls Draculaura Costume,,Rubie's Costume Co.,Costumes,"draculaura, dlx, sm, costumes, ",,Size,Small,,,,,,,shopify,1,deny,manual,29.99,39.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
harem-girl,,,,,,,,Large,,,,,,,shopify,1,deny,manual,12.74,16.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
draculaura,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,29.99,39.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
pretty-n'pink,,,,,,,,Small,,,,,,,shopify,1,deny,manual,22.49,29.99,True,,883029000000,,,,,,,,,,,,,,,,,,,,,,
cleopatra,,,,,,,,Large,,,,,,,shopify,2,deny,manual,12.74,16.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
draculaura,,,,,,,,Large,,,,,,,shopify,1,deny,manual,29.99,39.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
pretty-n'pink,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,22.49,29.99,True,,883029000000,,,,,,,,,,,,,,,,,,,,,,
glitter-witch,Girls Glitter Witch Costume,,Rubie's Costume Co.,Costumes,"glitter, witch, sm, costumes, ",,Size,Small,,,,,,,shopify,1,deny,manual,14.99,19.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
glitter-witch,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,14.99,19.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
supergirl,,,,,,,,Small,,,,,,,shopify,2,deny,manual,26.24,34.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
clawdeen-wolf,Girls Clawdeen Wolf Costume,,Rubie's Costume Co.,Costumes,"clawdeen, wolf, dlx, lg, costumes, ",,Size,Large,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
glitter-witch,,,,,,,,Large,,,,,,,shopify,0,deny,manual,14.99,19.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
supergirl,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,26.24,34.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
pilgrim-girl,Girls Pilgrim Girl Costume,,Rubie's Costume Co.,Costumes,"pilgrim, girl, med, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,22.49,29.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
pretty-witch,,,,,,,,Small,,,,,,,shopify,2,deny,manual,28.49,37.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
angel,,,,,,,,Large,,,,,,,shopify,1,deny,manual,9.74,12.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
pretty-witch,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,28.49,37.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
leopard-hoodie,Girls Leopard Hoodie Costume,,Rubie's Costume Co.,Costumes,"leopard, hoodie, lg, costumes, ",,Size,Large,,,,,,,shopify,2,deny,manual,22.49,29.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
cheerleader-champ,,,,,,,,Medium,,,,,,,shopify,2,deny,manual,29.99,39.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
rodeo-princess,Girls Rodeo Princess Costume,,Rubie's Costume Co.,Costumes,"rodeo, princess, sm, costumes, ",,Size,Small,,,,,,,shopify,-1,deny,manual,17.24,22.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
tootsie-roll-dress,Girls Tootsie Roll Dress  Costume,,Rasta Imposta,Costumes,"tootsie, roll, dress, 7-10, costumes, ",,,Jul,,,,,,,shopify,0,deny,manual,26.24,34.99,True,,791249000000,,,,,,,,,,,,,,,,,,,,,,
hocus-pocus-witch,Girls Hocus Pocus Witch Costume,,Forum Novelties Inc,Costumes,"hocus, pocus, witch, sm, costumes, ",,Size,Small,,,,,,,shopify,0,deny,manual,18.74,24.99,True,,721774000000,,,,,,,,,,,,,,,,,,,,,,
hocus-pocus-witch,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,18.74,24.99,True,,721774000000,,,,,,,,,,,,,,,,,,,,,,
hocus-pocus-witch,,,,,,,,Large,,,,,,,shopify,0,deny,manual,18.74,24.99,True,,721774000000,,,,,,,,,,,,,,,,,,,,,,
zombie-girl,Girls Zombie Girl Costume,,Forum Novelties Inc,Costumes,"zombie, girl, med, costumes, ",,Size,Medium,,,,,,,shopify,2,deny,manual,26.24,34.99,True,,721774000000,,,,,,,,,,,,,,,,,,,,,,
zombie-girl,,,,,,,,Large,,,,,,,shopify,1,deny,manual,26.24,34.99,True,,721774000000,,,,,,,,,,,,,,,,,,,,,,
beautiful-princess,Girls Beautiful Princess Costume,,Forum Novelties Inc,Costumes,"beautiful, princess, med, costumes, ",,Size,Medium,,,,,,,shopify,3,deny,manual,14.99,19.99,True,,721774000000,,,,,,,,,,,,,,,,,,,,,,
beautiful-princess,,,,,,,,Large,,,,,,,shopify,4,deny,manual,14.99,19.99,True,,721774000000,,,,,,,,,,,,,,,,,,,,,,
sassy-skeleton-s/m,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,37.49,49.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
indian-girl,Girls Indian Girl Costume,,Rubie's Costume Co.,Costumes,"indian, girl, lg, costumes, ",,Size,Large,,,,,,,shopify,1,deny,manual,14.99,19.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
swashbuck-sweetie-m/l,Girls Swashbuck Sweetie M/L Costume,,Leg Avenue Inc.,Costumes,"swashbuck, sweetie, m/l, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,37.49,49.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
indian-girl,,,,,,,,Medium,,,,,,,shopify,2,deny,manual,14.99,19.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
swashbuck-sweetie-s/m,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,37.49,49.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
indian-girl,,,,,,,,Small,,,,,,,shopify,0,deny,manual,14.99,19.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
dragon-ninja,Girls Dragon Ninja Costume,,Rubie's Costume Co.,Costumes,"red, dragon, ninja, med, costumes, ",,Size,Medium,Color,RED,,,,,shopify,2,deny,manual,14.99,19.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
victorian-vampire-m/l,Girls Victorian Vampire M/L Costume,,Leg Avenue Inc.,Costumes,"victorian, vampire, m/l, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
lagoona,,,,,,,,Medium,,BLUE,,,,,shopify,1,deny,manual,22.49,29.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
dragon-ninja,,,,,,,,Large,,RED,,,,,shopify,1,deny,manual,14.99,19.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
minnie-mouse,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,33.74,44.99,True,,39897397627,,,,,,,,,,,,,,,,,,,,,,
victorian-vampire-s/m,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,29.99,39.99,True,,714718000000,,,,,,,,,,,,,,,,,,,,,,
lagoona,,,,,,,,Small,,BLUE,,,,,shopify,1,deny,manual,22.49,29.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
dragon-ninja,,,,,,,,Small,,RED,,,,,shopify,2,deny,manual,14.99,19.99,True,,883028000000,,,,,,,,,,,,,,,,,,,,,,
monster-bride,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,22.49,29.99,True,,32692280187,,,,,,,,,,,,,,,,,,,,,,
