Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,
jacket-s-greaser-mens-std,Man's Jacket S Greaser Mens Std Costume,,Amscan,Costumes,"jacket, 50s, greaser, mens, std, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,29.9925,39.99,True,,809801739634,,,,,,,,,,,,,,,,,,,,,,
jailbird-adult,Man's Jailbird Adult Costume,,Forum Novelties Inc,Costumes,"jailbird, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,14.9925,19.99,True,,721773541056,,,,,,,,,,,,,,,,,,,,,,
jailbird-con-stnd,,,,,,,,Jailbird Con,,,,,,,shopify,0,deny,manual,14.9925,19.99,True,,809801702645,,,,,,,,,,,,,,,,,,,,,,
jason-jersey/mask,Man's Jason Jersey/Mask Costume,,Rubie's Costume Co.,Costumes,"jason, jersey/mask, sm, costumes, ",,Size,Small,,,,,,,shopify,0,deny,manual,22.4925,29.99,True,,883028809455,,,,,,,,,,,,,,,,,,,,,,
jason-jersey/mask-std,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,22.4925,29.99,True,,883028809400,,,,,,,,,,,,,,,,,,,,,,
jason-std-adult,,,,,,,,Std,,,,,,,shopify,0,deny,manual,26.2425,34.99,True,,883028907007,,,,,,,,,,,,,,,,,,,,,,
jingles-the-clown,Man's Jingles The Clown Costume,,Rubie's Costume Co.,Costumes,"jingles, the, clown, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,29.9925,39.99,True,,82686155212,,,,,,,,,,,,,,,,,,,,,,
ketchup-adult,Man's Ketchup Adult Costume,,Rasta Imposta,Costumes,"ketchup, adult, costumes, ",,,Std,,,,,,,shopify,2,deny,manual,26.2425,34.99,True,,791249003050,,,,,,,,,,,,,,,,,,,,,,
killer-clown-adult,Man's Killer Clown Adult Costume,,Fun World,Costumes,"killer, clown, adult, costumes, ",,,Std,,,,,,,shopify,4,deny,manual,35.9925,47.99,True,,71765041423,,,,,,,,,,,,,,,,,,,,,,
king-henry-xxxl,Man's King Henry Xxxl Costume,,Forum Novelties Inc,Costumes,"king, henry, xxxl, costumes, ",,Size,Extra Large,,,,,,,shopify,1,deny,manual,44.9925,59.99,True,,721773640933,,,,,,,,,,,,,,,,,,,,,,
knight-of-the-round-table-adult,Man's Knight Of The Round Table Adult Costume,,Forum Novelties Inc,Costumes,"knight, of, the, round, table, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,29.9925,39.99,True,,721773628597,,,,,,,,,,,,,,,,,,,,,,
knight-to-remember-std,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,24.7425,32.99,True,,883028058105,,,,,,,,,,,,,,,,,,,,,,
knight-to-remember,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,24.7425,32.99,True,,883028058181,,,,,,,,,,,,,,,,,,,,,,
kylo-ren-std,Man's Kylo Ren Std Costume,,Rubie's Costume Co.,Costumes,"kylo, ren, dlx, std, costumes, ",,,Std,,,,,,,shopify,1,deny,manual,48.74,64.99,True,,883028090464,,,,,,,,,,,,,,,,,,,,,,
kylo-ren,,,,,,,,Extra Large,,,,,,,shopify,1,deny,manual,48.74,64.99,True,,883028090471,,,,,,,,,,,,,,,,,,,,,,
lancelot-std,Man's Lancelot Std Costume,,Rubie's Costume Co.,Costumes,"lancelot, std, costumes, ",,,Std,,,,,,,shopify,2,deny,manual,32.2425,42.99,True,,82686560429,,,,,,,,,,,,,,,,,,,,,,
leatherface-adult,Man's Leatherface Adult Costume,,Rubie's Costume Co.,Costumes,"leatherface, adult, costumes, ",,,Std,,,,,,,shopify,2,deny,manual,26.2425,34.99,True,,82686165716,,,,,,,,,,,,,,,,,,,,,,
leonardo-std,Man's Leonardo Std Costume,,Rubie's Costume Co.,Costumes,"leonardo, std, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,29.99,59.99,True,,883028044108,,,,,,,,,,,,,,,,,,,,,,
leonardo,,,,,,,,Extra Large,,,,,,,shopify,0,deny,manual,29.99,59.99,True,,883028044184,,,,,,,,,,,,,,,,,,,,,,
lonesome-cowboy-adult,Man's Lonesome Cowboy Adult Costume,,Forum Novelties Inc,Costumes,"lonesome, cowboy, adult, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,33.7425,44.99,True,,721773666834,,,,,,,,,,,,,,,,,,,,,,
lt.-dangle-std-adult,Man's Lt. Dangle Std Adult Costume,,Rubie's Costume Co.,Costumes,"lt., dangle, std, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,29.9925,39.99,True,,883028875207,,,,,,,,,,,,,,,,,,,,,,
mad-scientist-adult,Man's Mad Scientist Adult Costume,,Fun World,Costumes,"mad, scientist, adult, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,14.9925,19.99,True,,23168057495,,,,,,,,,,,,,,,,,,,,,,
madhatter-adult,Man's Madhatter Adult Costume,,Disguise Inc.,Costumes,"madhatter, xl, adult, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,59.9925,79.99,True,,39897135489,,,,,,,,,,,,,,,,,,,,,,
merlin-court-magician-adult,Man's Merlin Court Magician Adult Costume,,Rubie's Costume Co.,Costumes,"merlin, court, magician, adult, costumes, ",,Size,Medium,,,,,,,shopify,2,deny,manual,43.4925,57.99,True,,82686168519,,,,,,,,,,,,,,,,,,,,,,
mesh-face-robe,Man's Mesh Face Robe Costume,,Rubie's Costume Co.,Costumes,"mesh, face, robe, black, costumes, ",,Size,Medium,Color,BLACK,,,,,shopify,2,deny,manual,14.9925,19.99,True,,82686152419,,,,,,,,,,,,,,,,,,,,,,
mexican-serape,Man's Mexican Serape Costume,,Rubie's Costume Co.,Costumes,"mexican, serape, costumes, ",,Size,Medium,,,,,,,shopify,-1,deny,manual,19.99,24.99,True,,82686157506,,,,,,,,,,,,,,,,,,,,,,
michael-myers-std-adult,Man's Michael Myers Std Adult Costume,,Rubie's Costume Co.,Costumes,"michael, myers, std, adult, costumes, ",,Size,Medium,,,,,,,shopify,2,deny,manual,33.7425,44.99,True,,883028724307,,,,,,,,,,,,,,,,,,,,,,
michelangelo-std,Man's Michelangelo Std Costume,,Rubie's Costume Co.,Costumes,"michelangelo, std, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,44.9925,59.99,True,,883028046508,,,,,,,,,,,,,,,,,,,,,,
michelangelo,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,44.9925,59.99,True,,883028046584,,,,,,,,,,,,,,,,,,,,,,
mike-hunts-diving-school-adult,Man's Mike Hunts Diving School Adult Costume,,Rasta Imposta,Costumes,"mike, hunts, diving, school, adult, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,33.7425,44.99,True,,791249697402,,,,,,,,,,,,,,,,,,,,,,
minion-dave-adult,Man's Minion Dave Adult Costume,,Rubie's Costume Co.,Costumes,"minion, dave, adult, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,29.9925,39.99,True,,883028972005,,,,,,,,,,,,,,,,,,,,,,
minion-dave-std,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,29.9925,39.99,True,,883028733804,,,,,,,,,,,,,,,,,,,,,,
mob-boss,Man's Mob Boss Costume,,Amscan,Costumes,"mob, boss, lg, costumes, ",,Size,Large,,,,,,,shopify,1,deny,manual,32.2425,42.99,True,,809801723077,,,,,,,,,,,,,,,,,,,,,,
mob-boss,,,,,,,,Medium,,,,,,,shopify,3,deny,manual,32.2425,42.99,True,,809801723084,,,,,,,,,,,,,,,,,,,,,,
money-man-jacket,Man's Money Man Jacket Costume,,Rasta Imposta,Costumes,"money, man, jacket, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,37.4925,49.99,True,,791249767617,,,,,,,,,,,,,,,,,,,,,,
monk-robe-adult,Man's Monk Robe Adult Costume,,Forum Novelties Inc,Costumes,"monk, robe, adult, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,22.4925,29.99,True,,721773400421,,,,,,,,,,,,,,,,,,,,,,
monk/ghoul-robe-bk-adult,Man's Monk/Ghoul Robe Bk Adult Costume,,Rubie's Costume Co.,Costumes,"monk/ghoul, robe, bk, adult, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,26.2425,34.99,True,,82686009768,,,,,,,,,,,,,,,,,,,,,,
mr-potato-head-adult,Man's Mr Potato Head Adult Costume,,Disguise Inc.,Costumes,"mr, potato, head, adult, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,44.9925,59.99,True,,39897168289,,,,,,,,,,,,,,,,,,,,,,
muscle-shirt-adult,Man's Muscle Shirt Adult Costume,,Amscan,Costumes,"muscle, shirt, adult, costumes, ",,Size,Medium,,,,,,,shopify,4,deny,manual,22.49,29.99,True,,809801705417,,,,,,,,,,,,,,,,,,,,,,
mustard-adult,Man's Mustard Adult Costume,,Rasta Imposta,Costumes,"mustard, adult, costumes, ",,Size,Medium,,,,,,,shopify,2,deny,manual,26.2425,34.99,True,,791249003067,,,,,,,,,,,,,,,,,,,,,,
nerd-adult,Man's Nerd Adult Costume,,Fun World,Costumes,"nerd, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,26.2425,34.99,True,,71765024372,,,,,,,,,,,,,,,,,,,,,,
obi-wan-kenobi-adult,Man's Obi Wan Kenobi Adult Costume,,Rubie's Costume Co.,Costumes,"obi, wan, kenobi, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,32.2425,42.99,True,,82686168724,,,,,,,,,,,,,,,,,,,,,,
old-milwaukee-beer-can,Man's Old Milwaukee Beer Can Costume,,Rasta Imposta,Costumes,"old, milwaukee, beer, can, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,32.2425,42.99,True,,791249481001,,,,,,,,,,,,,,,,,,,,,,
old-tyme-golfer-adult,Man's Old Tyme Golfer Adult Costume,,Rasta Imposta,Costumes,"old, tyme, golfer, , adult, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,41.2425,54.99,True,,791249716608,,,,,,,,,,,,,,,,,,,,,,
outlaw-adult,Man's Outlaw Adult Costume,,Amscan,Costumes,"outlaw, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,37.4925,49.99,True,,809801724029,,,,,,,,,,,,,,,,,,,,,,
pepper-adult,Man's Pepper Adult Costume,,Rasta Imposta,Costumes,"pepper, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,22.4925,29.99,True,,791249003098,,,,,,,,,,,,,,,,,,,,,,
perseus-adult,Man's Perseus Adult Costume,,Rubie's Costume Co.,Costumes,"perseus, dlx, xl, adult, costumes, ",,Size,Extra Large,,,,,,,shopify,2,deny,manual,44.9925,59.99,True,,883028939787,,,,,,,,,,,,,,,,,,,,,,
perseus-std-adult,,,,,,,,Std,,,,,,,shopify,1,deny,manual,44.9925,59.99,True,,883028939701,,,,,,,,,,,,,,,,,,,,,,
phantom-of-darkness-stnd,Man's Phantom Of Darkness Stnd Costume,,Amscan,Costumes,"phantom, of, darkness, stnd, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,14.9925,19.99,True,,809801707923,,,,,,,,,,,,,,,,,,,,,,
philip-std,Man's Philip Std Costume,,Rubie's Costume Co.,Costumes,"philip, std, costumes, ",,,Std,,,,,,,shopify,1,deny,manual,20.9925,27.99,True,,883028090501,,,,,,,,,,,,,,,,,,,,,,
pizza-slice-adult,Man's Pizza Slice Adult Costume,,Rasta Imposta,Costumes,"pizza, slice, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,29.9925,39.99,True,,791249710507,,,,,,,,,,,,,,,,,,,,,,
plug-&-socket-adult,Man's Plug & Socket Adult Costume,,Rasta Imposta,Costumes,"plug, &, socket, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,41.2425,54.99,True,,791249721206,,,,,,,,,,,,,,,,,,,,,,
plush-penguin-adult,Man's Plush Penguin Adult Costume,,Forum Novelties Inc,Costumes,"plush, penguin, adult, costumes, ",,,Std,,,,,,,shopify,1,deny,manual,29.9925,39.99,True,,721773612091,,,,,,,,,,,,,,,,,,,,,,
popeye-adult,Man's Popeye Adult Costume,,Fun World,Costumes,"popeye, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,33.7425,44.99,True,,71765003117,,,,,,,,,,,,,,,,,,,,,,
priest-adult,Man's Priest Adult Costume,,Forum Novelties Inc,Costumes,"priest, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,12.7425,16.99,True,,721773235054,,,,,,,,,,,,,,,,,,,,,,
priest-adult,,,,,,,,Extra Large,,,,,,,shopify,2,deny,manual,14.9925,19.99,True,,721773527173,,,,,,,,,,,,,,,,,,,,,,
prisoner-man-adult,Man's Prisoner Man Adult Costume,,Rubie's Costume Co.,Costumes,"prisoner, man, adult, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,14.9925,19.99,True,,82686550291,,,,,,,,,,,,,,,,,,,,,,
purple-evil-minion-adult,Man's Purple Evil Minion Adult Costume,,Rubie's Costume Co.,Costumes,"purple, evil, minion, adult, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,29.9925,39.99,True,,82686166300,,,,,,,,,,,,,,,,,,,,,,
rabbi-adult,Man's Rabbi Adult Costume,,Fun World,Costumes,"rabbi, adult, costumes, ",,,Std,,,,,,,shopify,1,deny,manual,26.2425,34.99,True,,788677035470,,,,,,,,,,,,,,,,,,,,,,
rabbi-std-adult,,,,,,,,Std,,,,,,,shopify,2,deny,manual,37.4925,49.99,True,,721773665790,,,,,,,,,,,,,,,,,,,,,,
raphael-std,Man's Raphael Std Costume,,Rubie's Costume Co.,Costumes,"raphael, std, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,29.99,59.99,True,,883028046409,,,,,,,,,,,,,,,,,,,,,,
raphael,,,,,,,,Extra Large,,,,,,,shopify,1,deny,manual,29.99,59.99,True,,883028046485,,,,,,,,,,,,,,,,,,,,,,
rasta-banana-adult,Man's Rasta Banana Adult Costume,,Rasta Imposta,Costumes,"rasta, banana, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,39.7425,52.99,True,,791249122409,,,,,,,,,,,,,,,,,,,,,,
rebel-of-the-sea-adult,Man's Rebel Of The Sea Adult Costume,,Amscan,Costumes,"rebel, of, the, sea, adult, costumes, ",,,Adult,,,,,,,shopify,3,deny,manual,29.9925,39.99,True,,809801730204,,,,,,,,,,,,,,,,,,,,,,
referee-adult,Man's Referee Adult Costume,,Forum Novelties Inc,Costumes,"referee, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,20.9925,27.99,True,,721773662591,,,,,,,,,,,,,,,,,,,,,,
retro-robot,Man's Retro Robot Costume,,Rasta Imposta,Costumes,"retro, robot, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,67.4925,89.99,True,,791249766009,,,,,,,,,,,,,,,,,,,,,,
ring-toss-adult,Man's Ring Toss Adult Costume,,Rasta Imposta,Costumes,"ring, toss, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,28.4925,37.99,True,,791249606602,,,,,,,,,,,,,,,,,,,,,,
robin-hood-std-adult,Man's Robin Hood Std Adult Costume,,Forum Novelties Inc,Costumes,"robin, hood, std, adult, costumes, ",,,Std,,,,,,,shopify,1,deny,manual,37.4925,49.99,True,,721773661136,,,,,,,,,,,,,,,,,,,,,,
roman-emperor-std-adult,Man's Roman Emperor Std Adult Costume,,Costume Culture By Franco Llc,Costumes,"roman, emperor, std, adult, costumes, ",,Size,Medium,,,,,,,shopify,2,deny,manual,37.4925,49.99,True,,91346494417,,,,,,,,,,,,,,,,,,,,,,
roman-emperor-adult,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,37.4925,49.99,True,,91346449448,,,,,,,,,,,,,,,,,,,,,,
royal-vampire-adult,Man's Royal Vampire Adult Costume,,Rubie's Costume Co.,Costumes,"royal, vampire, adult, costumes, ",,Size,Medium,,,,,,,shopify,1,deny,manual,29.9925,39.99,True,,883028935604,,,,,,,,,,,,,,,,,,,,,,
general-adult,Man's General Adult Costume,,Forum Novelties Inc,Costumes,"s/p, general, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,44.9925,59.99,True,,721773661518,,,,,,,,,,,,,,,,,,,,,,
gentleman-adult,,,,,,,,Medium,,,,,,,shopify,2,deny,manual,41.2425,54.99,True,,721773661495,,,,,,,,,,,,,,,,,,,,,,
sailor-man-adult,Man's Sailor Man Adult Costume,,Amscan,Costumes,"sailor, man, adult, costumes, ",,Size,Medium,,,,,,,shopify,3,deny,manual,29.9925,39.99,True,,809801707251,,,,,,,,,,,,,,,,,,,,,,
sailor-std,,,,,,,,Std,,,,,,,shopify,0,deny,manual,29.9925,39.99,True,,71765056090,,,,,,,,,,,,,,,,,,,,,,
salt-adult,Man's Salt Adult Costume,,Rasta Imposta,Costumes,"salt, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,22.4925,29.99,True,,791249003104,,,,,,,,,,,,,,,,,,,,,,
sand-shark-adult,Man's Sand Shark Adult Costume,,Rasta Imposta,Costumes,"sand, shark, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,32.2425,42.99,True,,791249652609,,,,,,,,,,,,,,,,,,,,,,
scarecrow-adult,Man's Scarecrow Adult Costume,,Forum Novelties Inc,Costumes,"scarecrow, dlx, adult, costumes, ",,,Std,,,,,,,shopify,3,deny,manual,26.2425,34.99,True,,721773529467,,,,,,,,,,,,,,,,,,,,,,
skeleton-adult,Man's Skeleton Adult Costume,,Rubie's Costume Co.,Costumes,"skeleton, lg, adult, costumes, ",,Size,Large,,,,,,,shopify,2,deny,manual,17.2425,22.99,True,,82686150439,,,,,,,,,,,,,,,,,,,,,,
spank-my-monkey-adult,Man's Spank My Monkey Adult Costume,,Fun World,Costumes,"spank, my, monkey, adult, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,22.4925,29.99,True,,788677088964,,,,,,,,,,,,,,,,,,,,,,
spiderman-adult-std,Man's Spiderman Adult Std Costume,,Rubie's Costume Co.,Costumes,"spiderman, adult, std, costumes, ",,Size,Medium,,,,,,,shopify,3,deny,manual,44.99,59.99,True,,883028060504,,,,,,,,,,,,,,,,,,,,,,
spiderman-adult,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,44.99,59.99,True,,883028060580,,,,,,,,,,,,,,,,,,,,,,
spock-adult,Man's Spock Adult Costume,,Rubie's Costume Co.,Costumes,"spock, blue, , med, adult, costumes, ",,Size,Medium,Color,BLUE,,,,,shopify,2,deny,manual,29.9925,39.99,True,,883028735860,,,,,,,,,,,,,,,,,,,,,,
stormtrooper-adult,Man's Stormtrooper Adult Costume,,Rubie's Costume Co.,Costumes,"stormtrooper, dlx, adult, xl, costumes, ",,Size,Medium,,,,,,,shopify,1,deny,manual,59.99,79.99,True,,883028090549,,,,,,,,,,,,,,,,,,,,,,
stormtrooper-std-size,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,33.24,42.99,True,,883028120437,,,,,,,,,,,,,,,,,,,,,,
superman-w/muscle,Man's Superman W/Muscle Costume,,Rubie's Costume Co.,Costumes,"superman, dlx, w/muscle, lg, costumes, ",,Size,Large,,,,,,,shopify,2,deny,manual,41.2425,54.99,True,,883028801671,,,,,,,,,,,,,,,,,,,,,,
superman-w/muscle,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,41.2425,54.99,True,,883028801644,,,,,,,,,,,,,,,,,,,,,,
superman-w/muscle,,,,,,,,Small,,,,,,,shopify,0,deny,manual,41.2425,54.99,True,,883028801657,,,,,,,,,,,,,,,,,,,,,,
superman-w/muscle,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,44.9925,59.99,True,,400000274041,,,,,,,,,,,,,,,,,,,,,,
superman-w/muscle,,,,,,,,Small,,,,,,,shopify,0,deny,manual,44.9925,59.99,True,,400000935058,,,,,,,,,,,,,,,,,,,,,,
swat-commander-std,Man's Swat Commander Std Costume,,Leg Avenue Inc.,Costumes,"swat, commander, std, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,56.2425,74.99,True,,714718425917,,,,,,,,,,,,,,,,,,,,,,
tequila-poppin-dude-adult,Man's Tequila Poppin Dude Adult Costume,,Fun World,Costumes,"tequila, poppin, dude, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,37.4925,49.99,True,,788677095061,,,,,,,,,,,,,,,,,,,,,,
the-hangover---alan-adult,Man's The Hangover - Alan Adult Costume,,Rasta Imposta,Costumes,"the, hangover, -, alan, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,32.2425,42.99,True,,791249467500,,,,,,,,,,,,,,,,,,,,,,
tin-man-adult,Man's Tin Man Adult Costume,,Rubie's Costume Co.,Costumes,"tin, man, adult, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,39.75,49.99,True,,883028738106,,,,,,,,,,,,,,,,,,,,,,
tinman-adult,Man's Tinman Adult Costume,,Rubie's Costume Co.,Costumes,"tinman, adult, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,37.4925,49.99,True,,82686154772,,,,,,,,,,,,,,,,,,,,,,
toga-adult,Man's Toga Adult Costume,,Forum Novelties Inc,Costumes,"toga, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,18.74,24.99,True,,721773620959,,,,,,,,,,,,,,,,,,,,,,
torrence-std,Man's Torrence Std Costume,,Rubie's Costume Co.,Costumes,"torrence, std, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,20.9925,27.99,True,,883028090402,,,,,,,,,,,,,,,,,,,,,,
true-vamp,Man's True Vamp Costume,,Amscan,Costumes,"true, vamp, costumes, ",,Size,Medium,,,,,,,shopify,2,deny,manual,33.7425,44.99,True,,809801723480,,,,,,,,,,,,,,,,,,,,,,
twisted-jester-std,Man's Twisted Jester Std Costume,,Fun World,Costumes,"twisted, jester, std, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,37.4925,49.99,True,,71765003681,,,,,,,,,,,,,,,,,,,,,,
tye-dye-shirt-adult,Man's Tye Dye Shirt Adult Costume,,Forum Novelties Inc,Costumes,"tye, dye, shirt, adult, costumes, ",,,Adult,,,,,,,shopify,0,deny,manual,12.7425,16.99,True,,721773538438,,,,,,,,,,,,,,,,,,,,,,
uncle-bert-adult,Man's Uncle Bert Adult Costume,,Forum Novelties Inc,Costumes,"uncle, bert, adult, costumes, ",,,Std,,,,,,,shopify,2,deny,manual,37.4925,49.99,True,,721773640810,,,,,,,,,,,,,,,,,,,,,,
uncle-sam-adult,,,,,,,,Medium,,,,,,,shopify,2,deny,manual,22.4925,29.99,True,,721773567056,,,,,,,,,,,,,,,,,,,,,,
v-for-vendetta-std,Man's V For Vendetta Std Costume,,Rubie's Costume Co.,Costumes,"v, for, vendetta, std, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,52.4925,69.99,True,,883028823802,,,,,,,,,,,,,,,,,,,,,,
vampire-full-cut,Man's Vampire Full Cut Costume,,Rubie's Costume Co.,Costumes,"vampire, full, cut, costumes, ",,Size,Medium,,,,,,,shopify,0,deny,manual,26.2425,34.99,True,,82686174107,,,,,,,,,,,,,,,,,,,,,,
venus-fly-trap,Man's Venus Fly Trap Costume,,Forum Novelties Inc,Costumes,"venus, fly, trap, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,52.4925,69.99,True,,721773671111,,,,,,,,,,,,,,,,,,,,,,
vintage-white-jacket,Man's Vintage White Jacket Costume,,Forum Novelties Inc,Costumes,"vintage, white, jacket, costumes, ",,,Jacket,,,,,,,shopify,0,deny,manual,29.9925,39.99,True,,721773683817,,,,,,,,,,,,,,,,,,,,,,
werewolf-adult,Man's Werewolf Adult Costume,,Fun World,Costumes,"werewolf, adult, costumes, ",,,Std,,,,,,,shopify,0,deny,manual,37.4925,49.99,True,,23168154095,,,,,,,,,,,,,,,,,,,,,,
werewolf-std,,,,,,,,Std,,BLACK,,,,,shopify,0,deny,manual,37.4925,49.99,True,,23168254092,,,,,,,,,,,,,,,,,,,,,,
werewolf-shirt,,,,,,,,Shirt,,,,,,,shopify,0,deny,manual,18.7425,24.99,True,,721773664823,,,,,,,,,,,,,,,,,,,,,,
whoopie-cushion-adult,Man's Whoopie Cushion Adult Costume,,Rasta Imposta,Costumes,"whoopie, cushion, adult, costumes, ",,,Std,,,,,,,shopify,1,deny,manual,22.4925,29.99,True,,791249071462,,,,,,,,,,,,,,,,,,,,,,
wizard-sorcerer-adult,Man's Wizard Sorcerer Adult Costume,,Forum Novelties Inc,Costumes,"wizard, sorcerer, adult, costumes, ",,,Std,,,,,,,shopify,1,deny,manual,33.24,42.99,True,,721773632662,,,,,,,,,,,,,,,,,,,,,,
wolverine-muscle,Man's Wolverine Muscle  Costume,,Disguise Inc.,Costumes,"wolverine, muscle, xl, (42-46), costumes, ",,Size,42-46,,,,,,,shopify,0,deny,manual,41.2425,54.99,True,,32692035893,,,,,,,,,,,,,,,,,,,,,,
zombie-formal-adult,Man's Zombie Formal Adult Costume,,Forum Novelties Inc,Costumes,"zombie, formal, adult, costumes, ",,Size,Medium,,,,,,,shopify,2,deny,manual,29.99,39.99,True,,721773663536,,,,,,,,,,,,,,,,,,,,,,
mob-boss-adult-plus,,,,,,,,Medium,,,,,,,shopify,6,deny,manual,41.2425,54.99,True,,809801723091,,,,,,,,,,,,,,,,,,,,,,
rebel-of-the-sea,,,,,,,,Adult Plus,,,,,,,shopify,1,deny,manual,29.9925,39.99,True,,809801734189,,,,,,,,,,,,,,,,,,,,,,
viking-warrior-plus,False's Viking Warrior Plus Costume,,Amscan,Costumes,"viking, warrior, plus, costumes, ",,,Adult Plus,,,,,,,shopify,2,deny,manual,52.49,69.99,True,,809801730266,,,,,,,,,,,,,,,,,,,,,,
batman-w/muscle-full-adult,,,,,,,,Medium,,,,,,,shopify,1,deny,manual,44.9925,59.99,True,,82686175968,,,,,,,,,,,,,,,,,,,,,,
beer-man-full-size,,,,,,,,Medium,,,,,,,shopify,0,deny,manual,59.9925,79.99,True,,791249826208,,,,,,,,,,,,,,,,,,,,,,
dragon-ninja-plus,,,,,,,,Black Dragon,,BLACK,,,,,shopify,3,deny,manual,28.4925,37.99,True,,809801722506,,,,,,,,,,,,,,,,,,,,,,
caveman-full-size,False's Caveman Full Size Costume,,Rubie's Costume Co.,Costumes,"caveman, full, size, costumes, ",,Size,Medium,,,,,,,shopify,2,deny,manual,26.2425,34.99,True,,82686176989,,,,,,,,,,,,,,,,,,,,,,
convict-full-size,False's Convict Full Size Costume,,Forum Novelties Inc,Costumes,"convict, full, size, costumes, ",,,Full Size,,,,,,,shopify,1,deny,manual,20.9925,27.99,True,,721773515576,,,,,,,,,,,,,,,,,,,,,,
disco-fever-full-size,,,,,,,,Full Size,,,,,,,shopify,0,deny,manual,32.2425,42.99,True,,721773611612,,,,,,,,,,,,,,,,,,,,,,
doctor-adult-plus,,,,,,,,Doctor,,,,,,,shopify,0,deny,manual,17.2425,22.99,True,,809801702676,,,,,,,,,,,,,,,,,,,,,,
