Item Number,Item Name,Item Description,Brief Description,Attribute,Size,Regular Price,MSRP,UPC,Department Name,Vendor Name,Qty 1,Custom Field 1,,,,,,,
20213,PERSEUS DLX XL ADULT,PERSEUS DLX XL ADULT,,MEN,XL,44.9925,59.99,0883028939787,COSTUMES,RUBIE'S COSTUME CO.,2,889397,,,,,,,
22160,PERSEUS STD ADULT,PERSEUS STD ADULT,,MEN,STD,44.9925,59.99,0883028939701,COSTUMES,RUBIE'S COSTUME CO.,1,889397,,,,,,,
18901,PHANTOM OF DARKNESS STND,PHANTOM OF DARKNESS STND,,MEN,PHANTOM DKNS,14.9925,19.99,0809801707923,COSTUMES,AMSCAN,0,841196,,,,,,,
19955,PHILIP STD,PHILIP STD,,MEN,STD,20.9925,27.99,0883028090501,COSTUMES,RUBIE'S COSTUME CO.,1,880905,,,,,,,
20768,PIZZA SLICE ADULT,PIZZA SLICE ADULT,,MEN,STD,29.9925,39.99,0791249710507,COSTUMES,RASTA IMPOSTA,0,7105,,,,,,,
20771,PLUG & SOCKET ADULT,PLUG & SOCKET ADULT,,MEN,STD,41.2425,54.99,0791249721206,COSTUMES,RASTA IMPOSTA,0,7212,,,,,,,
20523,PLUSH PENGUIN ADULT,PLUSH PENGUIN ADULT,,MEN,STD,29.9925,39.99,0721773612091,COSTUMES,FORUM NOVELTIES INC,1,61209,,,,,,,
22248,POPEYE ADULT,POPEYE ADULT,,MEN,STD,33.7425,44.99,0071765003117,COSTUMES,FUN WORLD,0,102724,,,,,,,
20484,PRIEST ADULT,PRIEST ADULT,,MEN,STD,12.7425,16.99,0721773235054,COSTUMES,FORUM NOVELTIES INC,0,23505,,,,,,,
20696,PRIEST XL ADULT,PRIEST XL ADULT,,MEN,XL,14.9925,19.99,0721773527173,COSTUMES,FORUM NOVELTIES INC,2,52717,,,,,,,
22163,PRISONER MAN ADULT,PRISONER MAN ADULT,,MEN,STD,14.9925,19.99,0082686550291,COSTUMES,RUBIE'S COSTUME CO.,0,55029,,,,,,,
18819,PURPLE EVIL MINION ADULT,PURPLE EVIL MINION ADULT,,MEN,STD,29.9925,39.99,0082686166300,COSTUMES,RUBIE'S COSTUME CO.,0,16630,,,,,,,
21527,RABBI ADULT,RABBI ADULT,,MEN,STD,26.2425,34.99,0788677035470,COSTUMES,FUN WORLD,1,114144,,,,,,,
22206,RABBI STD ADULT,RABBI STD ADULT,,MEN,STD,37.4925,49.99,0721773665790,COSTUMES,FORUM NOVELTIES INC,2,66579,,,,,,,
19931,RAPHAEL STD,RAPHAEL STD,,MEN,STD,29.99,59.99,0883028046409,COSTUMES,RUBIE'S COSTUME CO.,0,880464,,,,,,,
19932,RAPHAEL XL,RAPHAEL XL,,MEN,XL,29.99,59.99,0883028046485,COSTUMES,RUBIE'S COSTUME CO.,1,880464,,,,,,,
20749,RASTA BANANA ADULT,RASTA BANANA ADULT,,MEN,STD,39.7425,52.99,0791249122409,COSTUMES,RASTA IMPOSTA,0,1224,,,,,,,
13033,REBEL OF THE SEA ADULT,REBEL OF THE SEA ADULT,,MEN,ADULT,29.9925,39.99,0809801730204,COSTUMES,AMSCAN,3,840439,,,,,,,
20607,REFEREE ADULT,REFEREE ADULT,,MEN,STD,20.9925,27.99,0721773662591,COSTUMES,FORUM NOVELTIES INC,0,66259,,,,,,,
22265,RETRO ROBOT,RETRO ROBOT,,MEN,STD,67.4925,89.99,0791249766009,COSTUMES,RASTA IMPOSTA,0,7660,,,,,,,
20762,RING TOSS ADULT,RING TOSS ADULT,,MEN,STD,28.4925,37.99,0791249606602,COSTUMES,RASTA IMPOSTA,0,6066,,,,,,,
20605,ROBIN HOOD STD ADULT,ROBIN HOOD ADULT,,MEN,STD,37.4925,49.99,0721773661136,COSTUMES,FORUM NOVELTIES INC,1,66113,,,,,,,
20457,ROMAN EMPEROR STD ADULT,ROMAN EMPEROR STD ADULT,,MEN,STD,37.4925,49.99,0091346494417,COSTUMES,COSTUME CULTURE BY FRANCO LLC,2,49441,,,,,,,
20458,ROMAN EMPEROR XL ADULT,ROMAN EMPEROR XL ADULT,,MEN,XL,37.4925,49.99,0091346449448,COSTUMES,COSTUME CULTURE BY FRANCO LLC,1,49441-XL,,,,,,,
22169,ROYAL VAMPIRE ADULT,ROYAL VAMPIRE ADULT,,MEN,STD,29.9925,39.99,0883028935604,COSTUMES,RUBIE'S COSTUME CO.,1,889356,,,,,,,
22213,S/P GENERAL ADULT,S/P GENERAL ADULT,,MEN,STD,44.9925,59.99,0721773661518,COSTUMES,FORUM NOVELTIES INC,0,66151,,,,,,,
22214,S/P GENTLEMAN ADULT,S/P GENTLEMAN ADULT,,MEN,STD,41.2425,54.99,0721773661495,COSTUMES,FORUM NOVELTIES INC,2,66149,,,,,,,
18900,SAILOR MAN ADULT,SAILOR MAN ADULT,,MEN,SAILOR MAN,29.9925,39.99,0809801707251,COSTUMES,AMSCAN,3,841128,,,,,,,
23393,SAILOR STD,SAILOR STD,,MEN,STD,29.9925,39.99,0071765056090,COSTUMES,FUN WORLD,0,131794,,,,,,,
22266,SALT ADULT,SALT ADULT,,MEN,STD,22.4925,29.99,0791249003104,COSTUMES,RASTA IMPOSTA,0,310,,,,,,,
20763,SAND SHARK ADULT,SAND SHARK ADULT,,MEN,STD,32.2425,42.99,0791249652609,COSTUMES,RASTA IMPOSTA,0,6526,,,,,,,
20502,SCARECROW DLX ADULT,SCARECROW DLX ADULT,,MEN,STD,26.2425,34.99,0721773529467,COSTUMES,FORUM NOVELTIES INC,3,52946,,,,,,,
22171,SKELETON LG ADULT,SKELETON LG ADULT,,MEN,LARGE,17.2425,22.99,0082686150439,COSTUMES,RUBIE'S COSTUME CO.,2,15043,,,,,,,
22249,SPANK MY MONKEY ADULT,SPANK MY MONKEY ADULT,,MEN,STD,22.4925,29.99,0788677088964,COSTUMES,FUN WORLD,0,90167,,,,,,,
22151,SPIDERMAN ADULT STD,SPIDERMAN ADULT STD,,MEN,STD,44.99,59.99,0883028060504,COSTUMES,RUBIE'S COSTUME CO.,3,880605,,,,,,,
22152,SPIDERMAN ADULT XL,SPIDERMAN ADULT STD,,MEN,XL,44.99,59.99,0883028060580,COSTUMES,RUBIE'S COSTUME CO.,0,880605,,,,,,,
26440,SPOCK BLUE  MED ADULT,SPOCK BLUE MED ADULT,,MEN,MEDIUM,29.9925,39.99,0883028735860,COSTUMES,RUBIE'S COSTUME CO.,2,887358,,,,,,,
23318,STORMTROOPER DLX ADULT XL,STORMTROOPER DLX ADULT XL,,MEN,XL,59.99,79.99,0883028090549,COSTUMES,RUBIE'S COSTUME CO.,1,810672,,,,,,,
23044,STORMTROOPER STD SIZE,STORMTROOPER STD SIZE,,MEN,STD,33.24,42.99,0883028120437,COSTUMES,RUBIE'S COSTUME CO.,1,810840,,,,,,,
20187,SUPERMAN DLX w/MUSCLE LG,SUPERMAN DLX w/MUSCLE LG,,MEN,LARGE,41.2425,54.99,0883028801671,COSTUMES,RUBIE'S COSTUME CO.,2,888016,,,,,,,
20186,SUPERMAN DLX w/MUSCLE MED,SUPERMAN DLX w/MUSCLE MED,,MEN,MEDIUM,41.2425,54.99,0883028801644,COSTUMES,RUBIE'S COSTUME CO.,0,888016,,,,,,,
20185,SUPERMAN DLX w/MUSCLE SM,SUPERMAN DLX w/MUSCLE SM,,MEN,SMALL,41.2425,54.99,0883028801657,COSTUMES,RUBIE'S COSTUME CO.,0,888016,,,,,,,
22174,SUPERMAN MED w/MUSCLE,SUPERMAN MED w/MUSCLE,,MEN,MEDIUM,44.9925,59.99,0400000274041,COSTUMES,RUBIE'S COSTUME CO.,0,15543,,,,,,,
22176,SUPERMAN SM w/MUSCLE,SUPERMAN MED w/MUS,,MEN,MEDIUM,44.9925,59.99,0400000935058,COSTUMES,RUBIE'S COSTUME CO.,0,15543,,,,,,,
23387,SWAT COMMANDER STD,SWAT COMMANDER STD,,MEN,STD,56.2425,74.99,0714718425917,COSTUMES,LEG AVENUE INC.,0,83682,,,,,,,
21481,TEQUILA POPPIN DUDE ADULT,TEQUILA POPPIN DUDE ADULT,,MEN,STD,37.4925,49.99,0788677095061,COSTUMES,FUN WORLD,0,119434,,,,,,,
20756,THE HANGOVER - ALAN ADULT,THE HANGOVER - ALAN ADULT,,MEN,STD,32.2425,42.99,0791249467500,COSTUMES,RASTA IMPOSTA,0,4675,,,,,,,
22153,TIN MAN ADULT,TIN MAN ADULT,,MEN,STD,39.75,49.99,0883028738106,COSTUMES,RUBIE'S COSTUME CO.,0,887381,,,,,,,
22181,TINMAN ADULT,TINMAN ADULT,,MEN,STD,37.4925,49.99,0082686154772,COSTUMES,RUBIE'S COSTUME CO.,0,15477,,,,,,,
20530,TOGA ADULT,TOGA ADULT,,MEN,STD,18.74,24.99,0721773620959,COSTUMES,FORUM NOVELTIES INC,0,62095,,,,,,,
19954,TORRENCE STD,TORRENCE STD,,MEN,STD,20.9925,27.99,0883028090402,COSTUMES,RUBIE'S COSTUME CO.,0,880904,,,,,,,
13052,TRUE VAMP,TRUE VAMP,,MEN,ADULT LARGE,33.7425,44.99,0809801723480,COSTUMES,AMSCAN,2,843084,,,,,,,
22250,TWISTED JESTER STD,TWISTED JESTER STD,,MEN,STD,37.4925,49.99,0071765003681,COSTUMES,FUN WORLD,0,131014,,,,,,,
19395,TYE DYE SHIRT ADULT,TYE DYE SHIRT ADULT,,MEN,ADULT,12.7425,16.99,0721773538438,COSTUMES,FORUM NOVELTIES INC,0,53843,,,,,,,
20542,UNCLE BERT ADULT,UNCLE BERT ADULT,,MEN,STD,37.4925,49.99,0721773640810,COSTUMES,FORUM NOVELTIES INC,2,64081,,,,,,,
20507,UNCLE SAM ADULT,UNCLE SAM ADULT,,MEN,STD,22.4925,29.99,0721773567056,COSTUMES,FORUM NOVELTIES INC,2,56705,,,,,,,
20193,V FOR VENDETTA STD,V FOR VENDETTA STD,,MEN,STD,52.4925,69.99,0883028823802,COSTUMES,RUBIE'S COSTUME CO.,0,888238,,,,,,,
22185,VAMPIRE FULL CUT,VAMPIRE FULL CUT,,MEN,STD,26.2425,34.99,0082686174107,COSTUMES,RUBIE'S COSTUME CO.,0,17410,,,,,,,
22215,VENUS FLY TRAP,VENUS FLY TRAP,,MEN,STD,52.4925,69.99,0721773671111,COSTUMES,FORUM NOVELTIES INC,0,67111,,,,,,,
20628,VINTAGE WHITE JACKET,VINTAGE WHITE JACKET,,MEN,JACKET,29.9925,39.99,0721773683817,COSTUMES,FORUM NOVELTIES INC,0,68381,,,,,,,
22251,WEREWOLF ADULT,WEREWOLF ADULT,,MEN,STD,37.4925,49.99,0023168154095,COSTUMES,FUN WORLD,0,5409,,,,,,,
19577,WEREWOLF BLACK STD,WEREWOLF BLACK STD,,MEN,STD,37.4925,49.99,0023168254092,COSTUMES,FUN WORLD,0,5409K,,,,,,,
20611,WEREWOLF SHIRT,WEREWOLF SHIRT,,MEN,SHIRT,18.7425,24.99,0721773664823,COSTUMES,FORUM NOVELTIES INC,0,66482,,,,,,,
20769,WHOOPIE CUSHION ADULT,WHOOPIE CUSHION ADULT,,MEN,STD,22.4925,29.99,0791249071462,COSTUMES,RASTA IMPOSTA,1,7146,,,,,,,
23301,WIZARD SORCERER ADULT,WIZARD SORCERER ADULT,,MEN,STD,33.24,42.99,0721773632662,COSTUMES,FORUM NOVELTIES INC,1,63266,,,,,,,
18106,WOLVERINE MUSCLE XL (42-46),WOLVERINE MUSCLE XL (42-46),,MEN,XL 42-46,41.2425,54.99,0032692035893,COSTUMES,DISGUISE INC.,0,50358D-I,,,,,,,
20610,ZOMBIE FORMAL ADULT,ZOMBIE FORMAL ADULT,,MEN,STD,29.99,39.99,0721773663536,COSTUMES,FORUM NOVELTIES INC,2,66353,,,,,,,
13040,MOB BOSS ADULT PLUS,MOB BOSS ADULT PLUS,,MEN FULL,ADULT PLUS,41.2425,54.99,0809801723091,COSTUMES,AMSCAN,6,841884,,,,,,,
13032,REBEL OF THE SEA,REBEL OF THE SEA,,MEN FULL,ADULT PLUS,29.9925,39.99,0809801734189,COSTUMES,AMSCAN,1,840438,,,,,,,
22383,VIKING WARRIOR PLUS,VIKING WARRIOR PLUS,,MEN FULL,ADULT PLUS,52.49,69.99,0809801730266,COSTUMES,AMSCAN,2,840916,,,,,,,
18829,BATMAN DLX w/MUSCLE FULL ADULT,BATMAN DLX w/MUSCLE FULL ADULT,,MEN FULL SIZ,FULL ADULT,44.9925,59.99,0082686175968,COSTUMES,RUBIE'S COSTUME CO.,1,17596,,,,,,,
22256,BEER MAN FULL SIZE,BEER MAN FULL SIZE,,MEN FULL SIZ,FULL SIZE,59.9925,79.99,0791249826208,COSTUMES,RASTA IMPOSTA,0,8262,,,,,,,
18918,BLACK DRAGON NINJA PLUS,BLACK DRAGON NINJA PLUS,,MEN FULL SIZ,BLACK DRAGON,28.4925,37.99,0809801722506,COSTUMES,AMSCAN,3,842874,,,,,,,
22116,CAVEMAN FULL SIZE,CAVEMAN FULL SIZE,,MEN FULL SIZ,FULL SIZE,26.2425,34.99,0082686176989,COSTUMES,RUBIE'S COSTUME CO.,2,17698,,,,,,,
22192,CONVICT FULL SIZE,CONVICT FULL SIZE,,MEN FULL SIZ,FULL SIZE,20.9925,27.99,0721773515576,COSTUMES,FORUM NOVELTIES INC,1,51557,,,,,,,
22194,DISCO FEVER FULL SIZE,DISCO FEVER FULL SIZE,,MEN FULL SIZ,FULL SIZE,32.2425,42.99,0721773611612,COSTUMES,FORUM NOVELTIES INC,0,61161,,,,,,,
18916,DOCTOR ADULT PLUS,DOCTOR ADULT PLUS,,MEN FULL SIZ,DOCTOR,17.2425,22.99,0809801702676,COSTUMES,AMSCAN,0,840230,,,,,,,
20773,DR SEYMOUR BUSH PLUS SIZE,DR SEYMOUR BUSH PLUS SIZE,,MEN FULL SIZ,PLUS SIZE,18.7425,24.99,0791249826000,COSTUMES,RASTA IMPOSTA,0,8260,,,,,,,
19566,GHOST FACE PLUS SIZE,GHOST FACE PLUS SIZE,,MEN FULL SIZ,ADULT,29.9925,39.99,0023168010070,COSTUMES,FUN WORLD,0,1007,,,,,,,
22244,HAIL CAESAR FULL SIZE,HAIL CAESAR FULL SIZE,,MEN FULL SIZ,FULL SIZE,26.2425,34.99,0023168011855,COSTUMES,FUN WORLD,0,1185,,,,,,,
18913,INMATE PLUS,INMATE PLUS,,MEN FULL SIZ,INMATE,24.7425,32.99,0809801706414,COSTUMES,AMSCAN,0,840398,,,,,,,
18912,JAILBIRD CON PLUS,JAILBIRD CON PLUS,,MEN FULL SIZ,JAILBIRD CON,20.9925,27.99,0809801702652,COSTUMES,AMSCAN,0,840228,,,,,,,
18012,NINJA MASTER XXL (50-52),NINJA MASTER XXL (50-52),,MEN FULL SIZ,XXL 50-52,22.4925,29.99,0039897382050,COSTUMES,DISGUISE INC.,2,38204C,,,,,,,
18904,PHANTOM OF DARKNESS PLUS,PHANTOM OF DARKNESS PLUS,,MEN FULL SIZ,PHANTOM DKNS,18.7425,24.99,0809801712439,COSTUMES,AMSCAN,0,841311,,,,,,,
20510,PIRATE PLUS SIZE,PIRATE PLUS SIZE,,MEN FULL SIZ,PIRATE,26.2425,34.99,0721773583674,COSTUMES,FORUM NOVELTIES INC,3,58367,,,,,,,
22264,PLUG AND SOCKET FULL SIZE,PLUG AND SOCKET FULL SIZE,,MEN FULL SIZ,FULL SIZE,44.9925,59.99,0791249824402,COSTUMES,RASTA IMPOSTA,0,8244,,,,,,,
22162,PRISONER FULL ADULT,PRISONER FULL ADULT,,MEN FULL SIZ,FULL SIZE,28.4925,37.99,0082686177252,COSTUMES,RUBIE'S COSTUME CO.,1,17725,,,,,,,
20621,SCARECROW FULL SIZE,SCARECROW FULL SIZE,,MEN FULL SIZ,SCARECROW,29.9925,39.99,0721773671623,COSTUMES,FORUM NOVELTIES INC,0,67162,,,,,,,
20545,SUPER SAMURAI ADULT,BARTENDER ADULT,,MEN FULL SIZ,XXXL,44.9925,59.99,0721773640964,COSTUMES,FORUM NOVELTIES INC,1,64096,,,,,,,
18828,SUPERMAN DLX w/MUSCLE FULL ADUL,SUPERMAN DLX w/MUSCLE FULL ADUL,,MEN FULL SIZ,FULL ADULT,44.9925,59.99,0082686174879,COSTUMES,RUBIE'S COSTUME CO.,1,17487,,,,,,,
20532,TOGA PLUS SIZE,TOGA PLUS SIZE,,MEN FULL SIZ,PLUS SIZE,18.7425,24.99,0721773622441,COSTUMES,FORUM NOVELTIES INC,0,62244,,,,,,,
21528,TOOTH FAIRY FULL SIZE,TOOTH FAIRY ADULT,,MEN FULL SIZ,FULL,35.9925,47.99,0788672505183,COSTUMES,FUN WORLD,0,110145,,,,,,,
22182,TOOTH FAIRY FULL SIZE ADULT,TOOTH FAIRY FULL SIZE,,MEN FULL SIZ,FULL SIZE,43.4925,57.99,0082686177689,COSTUMES,RUBIE'S COSTUME CO.,0,17768,,,,,,,
22252,ZOMBIE FULL SIZE,ZOMBIE FULL SIZE,,MEN FULL SIZ,FULL SIZE,37.4925,49.99,0023168057310,COSTUMES,FUN WORLD,0,5731,,,,,,,
28443,50s NERD GIRL MED-LG,50s NERD GIRL MED-LG,,women,MED-LG,29.99,39.99,0721773746376,COSTUMES,FORUM NOVELTIES INC,0,74637,,,,,,,
21524,ANGEL ADULT,ANGEL ADULT,,WOMEN,STD,18.7425,24.99,0788677036293,COSTUMES,FUN WORLD,0,114284,,,,,,,
22438,ANGEL SLIP DRESS,ANGEL SLIP DRESS,,WOMEN,STD,18.7425,24.99,0721773663413,COSTUMES,FORUM NOVELTIES INC,7,66341,,,,,,,
22326,ANNA DELUXE LG 12-14,ANNA DELUXE LG 12-14,,WOMEN,XL,50.99,67.99,0039897831534,COSTUMES,DISGUISE INC.,2,83151E,,,,,,,
22327,ANNA DELUXE MED 8-10,ANNA DELUXE MED 8-10,,WOMEN,MED,50.99,67.99,0039897831527,COSTUMES,DISGUISE INC.,1,83151B,,,,,,,
22674,ARRESTING OFFICER M/L,ARRESTING OFFICER M/L,,WOMEN,M/L,44.9925,59.99,0714718460550,COSTUMES,LEG AVENUE INC.,0,83910,,,,,,,
22675,ARRESTING OFFICER S/M,ARRESTING OFFICER S/M,,WOMEN,S/M,44.9925,59.99,0714718460543,COSTUMES,LEG AVENUE INC.,0,83910,,,,,,,
22676,ARRESTING OFFICER XS,ARRESTING OFFICER XS,,WOMEN,XS,44.9925,59.99,0714718460536,COSTUMES,LEG AVENUE INC.,0,83910,,,,,,,
20543,AUNT GERTIE ADULT,AUNT GERTIE ADULT,,WOMEN,STD,37.4925,49.99,0721773640827,COSTUMES,FORUM NOVELTIES INC,2,64082,,,,,,,
22678,AYE AYE ADMIRAL M/L,AYE AYE ADMIRAL M/L,,WOMEN,M/L,33.7425,44.99,0714718422022,COSTUMES,LEG AVENUE INC.,0,83625,,,,,,,
22679,AYE AYE ADMIRAL S/M,AYE AYE ADMIRAL S/M,,WOMEN,S/M,33.7425,44.99,0714718422015,COSTUMES,LEG AVENUE INC.,0,83625,,,,,,,
22680,AYE AYE ADMIRAL XL,AYE AYE ADMIRAL XL,,WOMEN,XL,33.7425,44.99,0714718422039,COSTUMES,LEG AVENUE INC.,0,83625,,,,,,,
22682,AYE AYE ADMIRAL XS,AYE AYE ADMIRAL XS,,WOMEN,XS,33.7425,44.99,0714718422008,COSTUMES,LEG AVENUE INC.,0,83625,,,,,,,
20201,BATGIRL LG ADULT,BATGIRL LG ADULT,,WOMEN,LARGE,44.9925,59.99,0883028844074,COSTUMES,RUBIE'S COSTUME CO.,0,888440,,,,,,,
20200,BATGIRL MED ADULT,BATGIRL MED ADULT,,WOMEN,MEDIUM,44.9925,59.99,0883028844067,COSTUMES,RUBIE'S COSTUME CO.,1,888440,,,,,,,
20199,BATGIRL SM ADULT,BATGIRL SM ADULT,,WOMEN,SMALL,44.9925,59.99,0883028844050,COSTUMES,RUBIE'S COSTUME CO.,1,888440,,,,,,,
20181,BATGIRL TANK DRESS LG,BATGIRL TANK DRESS LG,,WOMEN,LARGE,17.2425,22.99,0883028754878,COSTUMES,RUBIE'S COSTUME CO.,0,887548,,,,,,,
20180,BATGIRL TANK DRESS MED,BATGIRL TANK DRESS MED,,WOMEN,MEDIUM,17.2425,22.99,0883028754861,COSTUMES,RUBIE'S COSTUME CO.,1,887548,,,,,,,
20179,BATGIRL TANK DRESS SM,BATGIRL TANK DRESS SM,,WOMEN,SMALL,17.2425,22.99,0883028754854,COSTUMES,RUBIE'S COSTUME CO.,1,887548,,,,,,,
20198,BATGIRL XS ADULT,BATGIRL XS ADULT,,WOMEN,XS,44.9925,59.99,0883028844043,COSTUMES,RUBIE'S COSTUME CO.,0,888440,,,,,,,
22392,BEWITCHING WITCH LG,BEWITCHING WITCH LG,,WOMEN,LG,43.49,57.99,0714718496726,COSTUMES,LEG AVENUE INC.,2,85238,,,,,,,
22393,BEWITCHING WITCH MED,BEWITCHING WITCH MED,,WOMEN,LG,43.49,57.99,0714718496719,COSTUMES,LEG AVENUE INC.,1,85238,,,,,,,
22389,BEWITCHING WITCH SM,BEWITCHING WITCH SM,,WOMEN,SM,43.49,57.99,0714718496702,COSTUMES,LEG AVENUE INC.,2,85238,,,,,,,
20608,BLACK PETTICOAT DRESS,BLACK PETTICOAT DRESS,,WOMEN,BLACK,18.7425,24.99,0721773663482,COSTUMES,FORUM NOVELTIES INC,1,66348,,,,,,,
22012,BLACK WIDOW med 6-10 DLX ADULT,BLACK WIDOW med 6-10 DLX ADULT,,WOMEN,6-10,44.99,69.99,0883028046546,COSTUMES,RUBIE'S COSTUME CO.,1,810301,,,,,,,
22394,BLACK WIDOW SM 2-6 DLX ADULT,BLACK WIDOW SM 2-6 DLX ADULT,,WOMEN,2-6,44.99,69.99,0883028046539,COSTUMES,RUBIE'S COSTUME CO.,0,810301,,,,,,,
20468,BLOODY SERVICE LG,BLOODY SERVICE LG,,WOMEN,LARGE,32.2425,42.99,0091346851432,COSTUMES,COSTUME CULTURE BY FRANCO LLC,0,48514-3,,,,,,,
20467,BLOODY SERVICE MED,BLOODY SERVICE MED,,WOMEN,MEDIUM,32.2425,42.99,0091346851425,COSTUMES,COSTUME CULTURE BY FRANCO LLC,0,48514-2,,,,,,,
20466,BLOODY SERVICE SM,BLOODY SERVICE SM,,WOMEN,SMALL,32.2425,42.99,0091346851418,COSTUMES,COSTUME CULTURE BY FRANCO LLC,0,48514-1,,,,,,,
22478,BOHEMIAN BABE LG,BOHEMIAN BABE LG,,WOMEN,LARGE,29.9925,39.99,0039897157252,COSTUMES,DISGUISE INC.,1,15723E,,,,,,,
22479,BOHEMIAN BABE MED,BOHEMIAN BABE MED,,WOMEN,MEDIUM,29.9925,39.99,0039897157245,COSTUMES,DISGUISE INC.,0,15723B,,,,,,,
22480,BOHEMIAN BABE SM,BOHEMIAN BABE SM,,WOMEN,SMALL,29.9925,39.99,0039897157238,COSTUMES,DISGUISE INC.,1,15723N,,,,,,,
22683,BOHEMIAN GO-GO M/L,BOHEMIAN GO-GO M/L,,WOMEN,M/L,33.7425,44.99,0714718078069,COSTUMES,LEG AVENUE INC.,0,8069,,,,,,,
22684,BOHEMIAN GO-GO S/M,BOHEMIAN GO-GO S/M,,WOMEN,S/M,33.7425,44.99,0714718078052,COSTUMES,LEG AVENUE INC.,0,8069,,,,,,,
20761,BUBBLY CHAMPAGNE DRESS,BUBBLY CHAMPAGNE DRESS,,WOMEN,STD,29.9925,39.99,0791249603304,COSTUMES,RASTA IMPOSTA,0,6033,,,,,,,
22655,BULLSEYE DARTBOARD DRESS,BULLSEYE DARTBOARD DRESS,,WOMEN,STD,37.4925,49.99,0791249368609,COSTUMES,RASTA IMPOSTA,0,3686,,,,,,,
22513,BUMBLE BEAUTY MED,BUMBLE BEAUTY MED,,WOMEN,MED,29.99,39.99,0809801731188,COSTUMES,AMSCAN,1,841500,,,,,,,
22166,BUMBLE BEAUTY SM,BUMBLE BEAUTY SM,,WOMEN,SM,29.99,39.99,0809801731201,COSTUMES,AMSCAN,1,841502,,,,,,,
22585,BUTTERFLY QUEEN MED ADULT,BUTTERFLY QUEEN MED ADULT,,WOMEN,MEDIUM,37.4925,49.99,0071765022811,COSTUMES,FUN WORLD,0,122164,,,,,,,
22587,BUTTERFLY QUEEN SM ADULT,BUTTERFLY QUEEN SM ADULT,,WOMEN,SMALL,37.4925,49.99,0071765016162,COSTUMES,FUN WORLD,0,122164,,,,,,,
22589,BUTTERFLY QUEEN XS ADULT,BUTTERFLY QUEEN XS ADULT,,WOMEN,XS,37.4925,49.99,0071765016155,COSTUMES,FUN WORLD,0,122164,,,,,,,
21053,CAPTAIN AMERICA MED TANK DRESS,CAPTAIN AMERICA SM TANK DRESS,,WOMEN,MED,17.24,22.99,0883028008926,COSTUMES,RUBIE'S COSTUME CO.,1,820032,,,,,,,
21052,CAPTAIN AMERICA SM TANK DRESS,CAPTAIN AMERICA SM TANK DRESS,,WOMEN,SM,17.24,22.99,0883028008919,COSTUMES,RUBIE'S COSTUME CO.,2,820032,,,,,,,
22685,CAPTAIN BOOTY LG,CAPTAIN BOOTY LG,,WOMEN,LARGE,52.4925,69.99,0714728367443,COSTUMES,LEG AVENUE INC.,0,83218,,,,,,,
22686,CAPTAIN BOOTY MED,CAPTAIN BOOTY MED,,WOMEN,MEDIUM,52.4925,69.99,0714728367436,COSTUMES,LEG AVENUE INC.,0,83218,,,,,,,
22687,CAPTAIN BOOTY SM,CAPTAIN BOOTY SM,,WOMEN,SMALL,52.4925,69.99,0714728367429,COSTUMES,LEG AVENUE INC.,0,83218,,,,,,,
22590,CHA CHA GIRL M/L,CHA CHA GIRL M/L,,WOMEN,M/L,33.7425,44.99,0023168251473,COSTUMES,FUN WORLD,0,5147,,,,,,,
22591,CHA CHA GIRL S/M,CHA CHA GIRL S/M,,WOMEN,S/M,33.7425,44.99,0023168051479,COSTUMES,FUN WORLD,0,5147,,,,,,,
18060,CINDERELLA DELUXE LG (12-14),CINDERELLA DELUXE LG (12-14),,WOMEN,LG 12-14,34.99,69.99,0039897870410,COSTUMES,DISGUISE INC.,1,87039E,,,,,,,
18059,CINDERELLA DELUXE MED (8-10),CINDERELLA DELUXE MED (8-10),,WOMEN,MED 8-10,34.99,69.99,0039897870397,COSTUMES,DISGUISE INC.,2,87039B,,,,,,,
20511,CLASSIC WITCH ADULT,CLASSIC WITCH ADULT,,WOMEN,STD,26.2425,34.99,0721773584213,COSTUMES,FORUM NOVELTIES INC,3,58421,,,,,,,
18937,CLEOPATRA ADULT MED,CLEOPATRA ADULT MED,,WOMEN,CLEOPATRA MD,44.9925,59.99,0809801707237,COSTUMES,AMSCAN,2,841126,,,,,,,
22625,CLEOPATRA PINK LG,CLEOPATRA PINK LG,,WOMEN,LARGE,37.4925,49.99,0091346346389,COSTUMES,COSTUME CULTURE BY FRANCO LLC,1,48364-3,,,,,,,
20462,CLEOPATRA PINK MED,CLEOPATRA PINK MED,,WOMEN,MEDIUM,41.2425,54.99,0091346246382,COSTUMES,COSTUME CULTURE BY FRANCO LLC,1,48364-2,,,,,,,
22626,CLEOPATRA PINK SM,CLEOPATRA PINK SM,,WOMEN,SMALL,37.4925,49.99,0091346146385,COSTUMES,COSTUME CULTURE BY FRANCO LLC,0,48364,,,,,,,
22658,CLOWN- ADULT,CLOWN ADULT,,WOMEN,STD,41.2425,54.99,0791249716509,COSTUMES,RASTA IMPOSTA,0,7165,,,,,,,
12853,CLOWN GIRL COSTUME,CLOWN GIRL COSTUME,,WOMEN,ADULT STAN,26.2425,34.99,0809801701778,COSTUMES,AMSCAN,1,840172,,,,,,,
22659,COCA COLA DRESS,COCA COLA DRESS,,WOMEN,STD,29.9925,39.99,0791249448202,COSTUMES,RASTA IMPOSTA,0,4482,,,,,,,
