Item Number,Item Name,Item Description,Brief Description,Attribute,Size,Regular Price,MSRP,UPC,Department Name,Vendor Name,Qty 1,Custom Field 1,,,,,,,
22387,MOONLIGHT BAT MED,MOONLIGHT BAT MED,,WOMEN,MED,37.49,49.99,0714718496801,COSTUMES,LEG AVENUE INC.,2,85241,,,,,,,
18932,NICELY PLAYED ADULT LG,NICELY PLAYED ADULT LG,,WOMEN,NICELY PLAYE,28.4925,37.99,0809801722049,COSTUMES,AMSCAN,2,842858,,,,,,,
18933,NICELY PLAYED ADULT MED,NICELY PLAYED ADULT MED,,WOMEN,NICELY PLAYE,28.4925,37.99,0809801722025,COSTUMES,AMSCAN,1,842860,,,,,,,
18931,NICELY PLAYED ADULT SM,NICELY PLAYED ADULT SM,,WOMEN,NICELY PLAYE,28.4925,37.99,0809801722605,COSTUMES,AMSCAN,0,842861,,,,,,,
22368,NIFTY FIFTY'S ADULT,NIFTY FIFTY'S ADULT,,WOMEN,STD,28.4925,37.99,0082686154628,COSTUMES,RUBIE'S COSTUME CO.,0,15462,,,,,,,
18010,NINJA DRAGON LG,NINJA DRAGON LG,,WOMEN,LG,20.9925,27.99,0039897382036,COSTUMES,DISGUISE INC.,0,38201E,,,,,,,
18620,NINJA DRAGON MED(8-10),NINJA DRAGON MED(8-10),,WOMEN,M(8-10),20.9925,27.99,0039897382012,COSTUMES,DISGUISE INC.,2,38201B,,,,,,,
18009,NINJA DRAGON SM,NINJA DRAGON SM,,WOMEN,SM,20.9925,27.99,0039897382029,COSTUMES,DISGUISE INC.,1,38201N,,,,,,,
22606,OLIVE OIL M/L,OLIVE OIL M/L,,WOMEN,M/L,29.9925,39.99,0071765003100,COSTUMES,FUN WORLD,0,102734,,,,,,,
22607,OLIVE OIL S/M,OLIVE OIL S/M,,WOMEN,S/M,29.9925,39.99,0071765003094,COSTUMES,FUN WORLD,0,102734,,,,,,,
19913,PATRIOTIC SPARKLE M/L,PATRIOTIC SPARKLE M/L,,WOMEN,M/L,22.4925,29.99,0721773737244,COSTUMES,FORUM NOVELTIES INC,1,73724,,,,,,,
19912,PATRIOTIC SPARKLE XS/SM,PATRIOTIC SPARKLE XS/SM,,WOMEN,XS/SM,22.4925,29.99,0721773737237,COSTUMES,FORUM NOVELTIES INC,0,73723,,,,,,,
20624,PILGRIM WOMAN STD,PILGRIM WOMAN STD,,WOMEN,STD,26.2425,34.99,0721773675997,COSTUMES,FORUM NOVELTIES INC,1,67599,,,,,,,
22458,PIN UP PIRATE ADULT,PIN UP PIRATE ADULT,,WOMEN,STD,37.4925,49.99,0721773660153,COSTUMES,FORUM NOVELTIES INC,0,66015,,,,,,,
18898,PINK JAMMIES ADULT,PINK JAMMIES ADULT,,WOMEN,PINK JAMMIES,20.9925,27.99,0809801710435,COSTUMES,AMSCAN,2,840623,,,,,,,
18839,PINK LADIES JACKET,PINK LADIES JACKET,,WOMEN,JACKET,18.7425,24.99,0809801709620,COSTUMES,AMSCAN,6,840568,,,,,,,
22733,PIXIE DUST FARIY M/L,PIXIE DUST FARIY M/L,,WOMEN,M/L,37.4925,49.99,0714718425061,COSTUMES,LEG AVENUE INC.,0,83589,,,,,,,
22734,PIXIE DUST FARIY S/M,PIXIE DUST FARIY S/M,,WOMEN,S/M,37.4925,49.99,0714718425054,COSTUMES,LEG AVENUE INC.,0,83589,,,,,,,
22735,PIXIE DUST FARIY XS,PIXIE DUST FARIY XS,,WOMEN,XS,37.4925,49.99,0714718425047,COSTUMES,LEG AVENUE INC.,0,83589,,,,,,,
18795,POCAHONTAS ADULT,POCAHONTAS ADULT,,WOMEN,STD,14.9925,19.99,0082686152495,COSTUMES,RUBIE'S COSTUME CO.,1,15249,,,,,,,
22736,POLKA DOTTY M/L,POLKA DOTTY M/L,,WOMEN,M/L,59.9925,79.99,0714718460703,COSTUMES,LEG AVENUE INC.,0,83959,,,,,,,
22737,POLKA DOTTY S/M,POLKA DOTTY S/M,,WOMEN,S/M,59.9925,79.99,0714718460697,COSTUMES,LEG AVENUE INC.,0,83959,,,,,,,
22738,POLKA DOTTY XS,POLKA DOTTY XS,,WOMEN,XS,59.9925,79.99,0714718460680,COSTUMES,LEG AVENUE INC.,0,83959,,,,,,,
18837,POODLE SKIRT ADULT STD,POODLE SKIRT ADULT STD,,WOMEN,ADULT STD,20.9925,27.99,0809801720113,COSTUMES,AMSCAN,6,843044,,,,,,,
20486,POODLE SKIRT RED ADULT,POODLE SKIRT RED ADULT,,WOMEN,STD,17.24,22.99,0721773235450,COSTUMES,FORUM NOVELTIES INC,2,23545,,,,,,,
23616,PRETTY PARATROOPER MED ADULT,PRETTY PARATROOPER MED ADULT,,WOMEN,MEDIUM,44.9925,59.99,0714718482927,COSTUMES,LEG AVENUE INC.,0,85166,,,,,,,
23627,PRETTY PARATROOPER S/P ADULT,PRETTY PARATROOPER S/P ADULT,,WOMEN,S/P,44.9925,59.99,0714718482910,COSTUMES,LEG AVENUE INC.,0,85166,,,,,,,
22396,PRISONER/LOVE SM ADULT,PRISONER/LOVE SM ADULT,,WOMEN,SMALL,29.9925,39.99,0883028847754,COSTUMES,RUBIE'S COSTUME CO.,0,888477,,,,,,,
19574,PROM NIGHTMARE M/L,PROM NIGHTMARE M/L,,WOMEN,M/L,29.9925,39.99,0023168250988,COSTUMES,FUN WORLD,0,5098,,,,,,,
19573,PROM NIGHTMARE S/M,PROM NIGHTMARE S/M,,WOMEN,S/M,29.9925,39.99,0023168050984,COSTUMES,FUN WORLD,0,5098,,,,,,,
22462,PROM ZOMBIE ADULT,PROM ZOMBIE ADULT,,WOMEN,STD,29.9925,39.99,0721773646782,COSTUMES,FORUM NOVELTIES INC,1,64678,,,,,,,
18796,PUMPKIN ADULT,PUMPKIN ADULT,,WOMEN,STD,20.9925,27.99,0082686152563,COSTUMES,RUBIE'S COSTUME CO.,1,15256,,,,,,,
22608,QUEEN BEE M/L,QUEEN BEE M/L,,WOMEN,M/L,33.7425,44.99,0071765017275,COSTUMES,FUN WORLD,0,121084,,,,,,,
22609,QUEEN BEE S/M,QUEEN BEE S/M,,WOMEN,S/M,33.7425,44.99,0071765017268,COSTUMES,FUN WORLD,0,121084,,,,,,,
19949,QUEEN OF THE VAMPIRES STD,QUEEN OF THE VAMPIRES STD,,WOMEN,STD,32.2425,42.99,0883028074907,COSTUMES,RUBIE'S COSTUME CO.,0,880749,,,,,,,
21553,RACY RACCOON M/L ADULT,RACY RACCOON M/L ADULT,,WOMEN,M/L,41.2425,54.99,0071765031523,COSTUMES,FUN WORLD,0,121714,,,,,,,
21552,RACY RACCOON S/M ADULT,RACY RACCOON S/M ADULT,,WOMEN,S/M,41.2425,54.99,0071765031516,COSTUMES,FUN WORLD,0,121714,,,,,,,
22611,RACY REFEREE M/L,RACY REFEREE M/L,,WOMEN,M/L,24.7425,32.99,0071765014847,COSTUMES,FUN WORLD,0,122344,,,,,,,
22613,RACY REFEREE S/M,RACY REFEREE S/M,,WOMEN,S/M,24.7425,32.99,0071765014830,COSTUMES,FUN WORLD,0,122344,,,,,,,
22739,RAINBOW FAIRY LG,RAINBOW FAIRY LG,,WOMEN,LARGE,44.9925,59.99,0714718461557,COSTUMES,LEG AVENUE INC.,0,83917,,,,,,,
22740,RAINBOW FAIRY MED,RAINBOW FAIRY MED,,WOMEN,MEDIUM,44.9925,59.99,0714718461540,COSTUMES,LEG AVENUE INC.,0,83917,,,,,,,
22741,RAINBOW FAIRY SM,RAINBOW FAIRY SM,,WOMEN,SMALL,44.9925,59.99,0714718461533,COSTUMES,LEG AVENUE INC.,0,83917,,,,,,,
13039,RED HOT DEVIL ADULT PLUS,RED HOT DEVIL ADULT PLUS,,WOMEN,ADULT PLUS,14.9925,19.99,0809801703000,COSTUMES,AMSCAN,3,840264,,,,,,,
22464,RED RIDING HOOD ADULT,RED RIDING HOOD ADULT,,WOMEN,STD,29.9925,39.99,0721773604355,COSTUMES,FORUM NOVELTIES INC,1,60435,,,,,,,
23043,REY DLX MED,REY DLX MED,,WOMEN,MED,44.99,59.99,0883028090440,COSTUMES,RUBIE'S COSTUME CO.,2,810668,,,,,,,
12955,RIDING HOOD COSTUME LG,RIDING HOOD COSTUME,,WOMEN,LARGE,44.9925,59.99,0809801732741,COSTUMES,AMSCAN,2,842174,,,,,,,
12956,RIDING HOOD COSTUME MD,RIDING HOOD COSTUME MD,,WOMEN,MEDIUM,44.9925,59.99,0809801732765,COSTUMES,AMSCAN,1,842176,,,,,,,
12982,RIDING HOOD COSTUME SM,RIDING HOOD COSTUME SM,,WOMEN,SMALL,44.9925,59.99,0809801732758,COSTUMES,AMSCAN,3,842175,,,,,,,
12766,RISING SUN PRINCESS COSTUME sm,RISING SUN PRINCESS COSTUME,,WOMEN,SMALL 2-4,44.9925,59.99,0809801732659,COSTUMES,AMSCAN,3,842170,,,,,,,
12767,RISING SUN PRINCESS MED,RISING SUN PRINCESS M,,WOMEN,MEDIUM 6-8,44.9925,59.99,0809801732666,COSTUMES,AMSCAN,3,842171,,,,,,,
19914,RITSY FLITSY XS/S,RITSY FLITSY XS/S,,WOMEN,XS/S,22.4925,29.99,0721773737251,COSTUMES,FORUM NOVELTIES INC,2,73725,,,,,,,
19915,RITSY GLITSY M/L,RITSY GLITSY M/L,,WOMEN,M/L,22.4925,29.99,0721773737268,COSTUMES,FORUM NOVELTIES INC,2,73726,,,,,,,
22466,ROBYN THE RICH,ROBYN THE RICH,,WOMEN,STD,41.2425,54.99,0721773687662,COSTUMES,FORUM NOVELTIES INC,0,68766,,,,,,,
12946,ROGUE MAIDEN LG,ROGUE MAIDEN LG,,WOMEN,LARGE,20.9925,27.99,0809801748841,COSTUMES,AMSCAN,1,844624,,,,,,,
12953,ROGUE MAIDEN MD,ROGUE MAIDEN MD,,WOMEN,MEDIUM,20.9925,27.99,0809801748612,COSTUMES,AMSCAN,0,844601,,,,,,,
12954,ROGUE MAIDEN SM,ROGUE MAIDEN SM,,WOMEN,SMALL,20.9925,27.99,0809801748377,COSTUMES,AMSCAN,3,844577,,,,,,,
22614,ROYAL LADY PIRATE ADULT,ROYAL LADY PIRATE ADULT,,WOMEN,STD,29.9925,39.99,0023168254863,COSTUMES,FUN WORLD,0,5486,,,,,,,
22615,ROYAL LADY PIRATE M/L,ROYAL LADY PIRATE M/L,,WOMEN,M/L,29.9925,39.99,0023168054869,COSTUMES,FUN WORLD,0,5486,,,,,,,
22467,S/P SALLY ADULT,S/P SALLY ADULT,,WOMEN,STD,41.2425,54.99,0721773661471,COSTUMES,FORUM NOVELTIES INC,2,66147,,,,,,,
22498,SALLY LG ADULT,SALLY LG ADULT,,WOMEN,LARGE,44.9925,59.99,0039897118352,COSTUMES,DISGUISE INC.,0,11834E,,,,,,,
22499,SALLY MED ADULT,SALLY MED ADULT,,WOMEN,MEDIUM,44.9925,59.99,0039897118345,COSTUMES,DISGUISE INC.,0,11834B,,,,,,,
22500,SALLY SM ADULT,SALLY SM ADULT,,WOMEN,SMALL,44.9925,59.99,0039897118369,COSTUMES,DISGUISE INC.,0,11834N,,,,,,,
21537,SASSY LUCY M/L ADULT,SASSY LUCY M/L ADULT,,WOMEN,M/L,33.7425,44.99,0071765014700,COSTUMES,FUN WORLD,0,101124,,,,,,,
21539,SASSY LUCY S/M ADULT,SASSY LUCY S/M ADULT,,WOMEN,S/M,33.7425,44.99,0071765014694,COSTUMES,FUN WORLD,0,101124,,,,,,,
18930,SASSY MAID LG,SASSY MAID LG,,WOMEN,SASSY MAID L,37.4925,49.99,0809801724517,COSTUMES,AMSCAN,3,841371,,,,,,,
12935,SASSY MAID MD,SASSY MAID MD,,WOMEN,MEDIUM,37.4925,49.99,0809801724524,COSTUMES,AMSCAN,3,841372,,,,,,,
18929,SASSY MAID SM,SASSY MAID SM,,WOMEN,SASSY MAID,37.4925,49.99,0809801724531,COSTUMES,AMSCAN,2,841373,,,,,,,
22616,SASSY PIRATE M/L,SASSY PIRATE M/L,,WOMEN,M/L,29.9925,39.99,0023168250087,COSTUMES,FUN WORLD,0,5008,,,,,,,
19570,SASSY PIRATE S/M ADULT,SASSY PIRATE S/M ADULT,,WOMEN,S/M,29.9925,39.99,0023168050083,COSTUMES,FUN WORLD,0,5008S,,,,,,,
19865,SASSY SEQUIN FLAPPER M/L,SASSY SEQUIN FLAPPER M/L,,WOMEN,MEDIUM/LARGE,22.4925,29.99,0721773718748,COSTUMES,FORUM NOVELTIES INC,1,71874,,,,,,,
19864,SASSY SEQUIN FLAPPER XS/S,SASSY SEQUIN FLAPPER XS/S,,WOMEN,XS/S,22.4925,29.99,0721773718717,COSTUMES,FORUM NOVELTIES INC,2,71871,,,,,,,
22771,SAVANNA ZEBRA LG,SAVANNA ZEBRA LG,,WOMEN,LARGE,44.9925,59.99,0714718461526,COSTUMES,LEG AVENUE INC.,0,83986,,,,,,,
22772,SAVANNA ZEBRA MED,SAVANNA ZEBRA MED,,WOMEN,MEDIUM,44.9925,59.99,0714718461519,COSTUMES,LEG AVENUE INC.,0,83986,,,,,,,
22773,SAVANNA ZEBRA SM,SAVANNA ZEBRA SM,,WOMEN,SMALL,44.9925,59.99,0714718461502,COSTUMES,LEG AVENUE INC.,0,83986,,,,,,,
23629,SERGEANT SEXY LG ADULT,SERGEANT SEXY LG ADULT,,WOMEN,LARGE,52.4925,69.99,0714718463797,COSTUMES,LEG AVENUE INC.,0,83952,,,,,,,
23614,SERGEANT SEXY MED ADULT,SERGEANT SEXY MED ADULT,,WOMEN,MEDIUM,52.4925,69.99,0714718463780,COSTUMES,LEG AVENUE INC.,0,83952,,,,,,,
23628,SERGEANT SEXY S/P ADULT,SERGEANT SEXY S/P ADULT,,WOMEN,S/P,52.4925,69.99,0714718463773,COSTUMES,LEG AVENUE INC.,0,83952,,,,,,,
22468,SEXECUTIONER ADULT,SEXECUTIONER ADULT,,WOMEN,STD,41.2425,54.99,0721773670022,COSTUMES,FORUM NOVELTIES INC,0,67002,,,,,,,
22406,SEXY SOUL STEALER M/L,SEXY SOUL STEALER M/L,,WOMEN,M/L,35.24,46.99,0714718507064,COSTUMES,LEG AVENUE INC.,1,85397,,,,,,,
22405,SEXY SOUL STEALER SM/MED,SEXY SOUL STEALER SM/MED,,WOMEN,SM,35.24,46.99,0714718507057,COSTUMES,LEG AVENUE INC.,1,85397,,,,,,,
19412,SEXY STARS & STRIPES ADULT,SEXY STARS & STRIPES ADULT,,WOMEN,STD,29.9925,39.99,0721773687341,COSTUMES,FORUM NOVELTIES INC,1,68734,,,,,,,
28458,SHIMMY MINI M/L,SHIMMY MINI M/L,,WOMEN,M/L,32.25,42.99,0721773747571,COSTUMES,FORUM NOVELTIES INC,2,74757,,,,,,,
28457,SHIMMY MINI XS/S,SHIMMY MINI XS/S,,WOMEN,XS/S,32.25,42.99,0721773747564,COSTUMES,FORUM NOVELTIES INC,1,74756,,,,,,,
22774,SHIPMATE CUTIE 1X-2X BLUE,SHIPMATE CUTIE 1X-2X BLUE,,WOMEN,1X-2X,33.7425,44.99,0714718410340,COSTUMES,LEG AVENUE INC.,0,83272X,,,,,,,
22775,SHIPMATE CUTIE M/L BLUE,SHIPMATE CUTIE M/L BLUE,,WOMEN,M/L,33.7425,44.99,0714718382081,COSTUMES,LEG AVENUE INC.,0,83272,,,,,,,
22776,SHIPMATE CUTIE S/M BLUE,SHIPMATE CUTIE S/M BLUE,,WOMEN,S/M,33.7425,44.99,0714718382074,COSTUMES,LEG AVENUE INC.,0,83272,,,,,,,
22777,SHIPMATE CUTIE XS BLUE,SHIPMATE CUTIE XS BLUE,,WOMEN,XS,33.7425,44.99,0714718382050,COSTUMES,LEG AVENUE INC.,0,83272,,,,,,,
22778,SHOWSTOPPER LG,SHOWSTOPPER LG,,WOMEN,LARGE,37.4925,49.99,0714718436210,COSTUMES,LEG AVENUE INC.,0,83780,,,,,,,
22779,SHOWSTOPPER MED,SHOWSTOPPER LG,,WOMEN,LARGE,37.4925,49.99,0714718436203,COSTUMES,LEG AVENUE INC.,0,83780,,,,,,,
22780,SHOWSTOPPER SM,SHOWSTOPPER SM,,WOMEN,SMALL,37.4925,49.99,0714718436197,COSTUMES,LEG AVENUE INC.,0,83780,,,,,,,
18926,SISTER ADULT,SISTER ADULT,,WOMEN,SISTER,14.9925,19.99,0809801702713,COSTUMES,AMSCAN,1,840234,,,,,,,
19888,SKULL DRESS M/L,SKULL DRESS M/L,,WOMEN,M/L,22.4925,29.99,0721773734830,COSTUMES,FORUM NOVELTIES INC,0,73483,,,,,,,
19887,SKULL DRESS XS/S,SKULL DRESS XS/S,,WOMEN,XS/S,22.4925,29.99,0721773734823,COSTUMES,FORUM NOVELTIES INC,1,73482,,,,,,,
22469,SLIP DRESS RED,SLIP DRESS RED,,WOMEN,STD,18.7425,24.99,0721773663475,COSTUMES,FORUM NOVELTIES INC,1,66347,,,,,,,
22781,SNFLWR SCARECROW M/L,SNFLWR SCARECROW M/L,,WOMEN,M/L,56.2425,74.99,0714718434971,COSTUMES,LEG AVENUE INC.,0,83833,,,,,,,
22782,SNFLWR SCARECROW S/M,SNFLWR SCARECROW S/M,,WOMEN,S/M,56.2425,74.99,0714718434964,COSTUMES,LEG AVENUE INC.,0,83833,,,,,,,
22412,SNOW ANGEL  ADULT,SNOW ANGEL ADULT,,WOMEN,STD,26.2425,34.99,0082686550048,COSTUMES,RUBIE'S COSTUME CO.,0,15080,,,,,,,
18794,SNOW ANGEL ADULT,SNOW ANGEL ADULT,,WOMEN,SNOW ANGEL,26.2425,34.99,0082686150804,COSTUMES,RUBIE'S COSTUME CO.,0,15080,,,,,,,
21533,SNOW LEOPARD M/L ADULT,SNOW LEOPARD M/L ADULT,,WOMEN,M/L,34.99,54.99,0071765052573,COSTUMES,FUN WORLD,3,121144,,,,,,,
21532,SNOW LEOPARD S/M ADULT,SNOW LEOPARD S/M ADULT,,WOMEN,S/M,34.99,54.99,0071765052566,COSTUMES,FUN WORLD,3,121144,,,,,,,
22507,SNOW WHITE 12-14,SNOW WHITE 12-14,,WOMEN,12-14,44.9925,59.99,0032692049104,COSTUMES,DISGUISE INC.,1,50491E,,,,,,,
22508,SNOW WHITE 8-10,SNOW WHITE 8-10,,WOMEN,8-10,44.9925,59.99,0032692049142,COSTUMES,DISGUISE INC.,2,50491B,,,,,,,
22783,SNOWY POLAR BEAR M/L,SNOWY POLAR BEAR M/L,,WOMEN,M/L,44.9925,59.99,0714718461465,COSTUMES,LEG AVENUE INC.,0,83911,,,,,,,
22784,SNOWY POLAR BEAR S/M,SNOWY POLAR BEAR S/M,,WOMEN,S/M,44.9925,59.99,0714718461458,COSTUMES,LEG AVENUE INC.,0,83911,,,,,,,
18924,SOCK HOP SWEETIE LRG,SOCK HOP SWEETIE LRG,,WOMEN,SOCK HOP LRG,29.9925,39.99,0809801713269,COSTUMES,AMSCAN,2,841274,,,,,,,
18923,SOCK HOP SWEETIE MED,SOCK HOP SWEETIE MED,,WOMEN,SOCK HOP MED,29.9925,39.99,0809801713252,COSTUMES,AMSCAN,6,841273,,,,,,,
19890,SPIDER WEB DRESS M/L,SPIDER WEB DRESS M/L,,WOMEN,M/L,22.4925,29.99,0721773734854,COSTUMES,FORUM NOVELTIES INC,1,73485,,,,,,,
19889,SPIDER WEB DRESS XS/S,SPIDER WEB DRESS XS/S,,WOMEN,XS/S,22.4925,29.99,0721773734847,COSTUMES,FORUM NOVELTIES INC,2,73484,,,,,,,
21051,SPIDERGIRL LG TANK DRESS,SPIDERGIRL LG TANK DRESS,,WOMEN,SM,17.24,22.99,0883028008797,COSTUMES,RUBIE'S COSTUME CO.,1,820029,,,,,,,
21050,SPIDERGIRL SM TANK DRESS,SPIDERGIRL SM TANK DRESS,,WOMEN,SM,17.24,22.99,0883028008773,COSTUMES,RUBIE'S COSTUME CO.,1,820029,,,,,,,
22617,SPIDERS KISS M/L,SPIDERS KISS M/L,,WOMEN,M/L,37.4925,49.99,0071765019033,COSTUMES,FUN WORLD,0,121384,,,,,,,
22618,SPIDERS KISS S/M,SPIDERS KISS S/M,,WOMEN,S/M,37.4925,49.99,0071765019026,COSTUMES,FUN WORLD,0,121384,,,,,,,
22911,STAR TREK SCIENCE WOMEN COSTUME,STAR TREK SCIENCE WOMEN COSTUME,,WOMEN,SM,44.99,59.99,0883028906659,COSTUMES,RUBIE'S COSTUME CO.,0,889066,,,,,,,
18816,STATUE OF LIBERTY ADULT,STATUE OF LIBERTY ADULT,,WOMEN,STD,22.4925,29.99,0082686163590,COSTUMES,RUBIE'S COSTUME CO.,1,16359,,,,,,,
22619,STITCH WITCH M/L,STITCH WITCH M/L,,WOMEN,M/L,33.7425,44.99,0023168251350,COSTUMES,FUN WORLD,0,5135,,,,,,,
22785,STORYBOOK BEAUTY M/L,STORYBOOK BEAUTY M/L,,WOMEN,M/L,37.4925,49.99,0714718407593,COSTUMES,LEG AVENUE INC.,0,83542,,,,,,,
22786,STORYBOOK BEAUTY S/M,STORYBOOK BEAUTY S/M,,WOMEN,S/M,37.4925,49.99,0714718407586,COSTUMES,LEG AVENUE INC.,0,83542,,,,,,,
22787,STORYBOOK BEAUTY XS,STORYBOOK BEAUTY XS,,WOMEN,XS,37.4925,49.99,0714718407579,COSTUMES,LEG AVENUE INC.,0,83542,,,,,,,
22788,SUGAR & SPICE M/L,SUGAR & SPICE M/L,,WOMEN,M/L,52.4925,69.99,0714718460642,COSTUMES,LEG AVENUE INC.,0,85003,,,,,,,
22789,SUGAR & SPICE S/M,SUGAR & SPICE S/M,,WOMEN,S/M,52.4925,69.99,0714718460635,COSTUMES,LEG AVENUE INC.,0,85003,,,,,,,
22790,SUGAR & SPICE XS,SUGAR & SPICE XS,,WOMEN,XS,52.4925,69.99,0714718460628,COSTUMES,LEG AVENUE INC.,0,85003,,,,,,,
12880,SULTRY SCARECROW,SULTRY SCARECROW,,WOMEN,XL,44.9925,59.99,0809801753890,COSTUMES,AMSCAN,2,845005,,,,,,,
12933,SULTRY SCARECROW LG,SULTRY SCARECROW,,WOMEN,LG,44.9925,59.99,0809801734370,COSTUMES,AMSCAN,3,842731,,,,,,,
12934,SULTRY SCARECROW MD,SULTRY SCARECROW MD,,WOMEN,LG,44.9925,59.99,0809801734288,COSTUMES,AMSCAN,1,842722,,,,,,,
22791,SULTRY SWAT OFFICER 1X-2X,SULTRY SWAT OFFICER 1X-2X,,WOMEN,1X-2X,37.4925,49.99,0714718461052,COSTUMES,LEG AVENUE INC.,2,83850X,,,,,,,
22792,SULTRY SWAT OFFICER 3X-4X,SULTRY SWAT OFFICER 3X-4X,,WOMEN,3X-4X,37.4925,49.99,0714718461069,COSTUMES,LEG AVENUE INC.,0,83850X,,,,,,,
22419,SUPERGIRL LG ADULT,SUPERGIRL LG ADULT,,WOMEN,LARGE,44.9925,59.99,0082688884417,COSTUMES,RUBIE'S COSTUME CO.,1,888441,,,,,,,
22420,SUPERGIRL MED ADULT,SUPERGIRL MED ADULT,,WOMEN,MEDIUM,44.9925,59.99,0883028844166,COSTUMES,RUBIE'S COSTUME CO.,2,888441,,,,,,,
20202,SUPERGIRL SM ADULT,SUPERGIRL SM ADULT,,WOMEN,SMALL,44.9925,59.99,0883028844159,COSTUMES,RUBIE'S COSTUME CO.,2,888441,,,,,,,
20184,SUPERGIRL TANK DRESS LG,SUPERGIRL TANK DRESS LG,,WOMEN,LARGE,17.2425,22.99,0883028754977,COSTUMES,RUBIE'S COSTUME CO.,0,887549,,,,,,,
20183,SUPERGIRL TANK DRESS MED,SUPERGIRL TANK DRESS MED,,WOMEN,MEDIUM,17.2425,22.99,0883028754960,COSTUMES,RUBIE'S COSTUME CO.,1,887549,,,,,,,
20182,SUPERGIRL TANK DRESS SM,SUPERGIRL TANK DRESS SM,,WOMEN,SMALL,17.2425,22.99,0883028754953,COSTUMES,RUBIE'S COSTUME CO.,1,887549,,,,,,,
22421,SUPERGIRL XS ADULT,SUPERGIRL XS ADULT,,WOMEN,XS,44.9925,59.99,0883028844142,COSTUMES,RUBIE'S COSTUME CO.,2,888441,,,,,,,
22793,SWAT OFFICER M/L,SWAT OFFICER M/L,,WOMEN,M/L,37.4925,49.99,0714718438047,COSTUMES,LEG AVENUE INC.,0,83850,,,,,,,
22794,SWAT OFFICER S/M,SWAT OFFICER S/M,,WOMEN,S/M,37.4925,49.99,0714718438030,COSTUMES,LEG AVENUE INC.,1,83850,,,,,,,
22795,SWAT OFFICER XS,SWAT OFFICER XS,,WOMEN,XS,37.4925,49.99,0714718438023,COSTUMES,LEG AVENUE INC.,0,83850,,,,,,,
19881,SWEET TRIXIE M/L,SWEET TRIXIE M/L,,WOMEN,M/L,29.9925,39.99,0721773731563,COSTUMES,FORUM NOVELTIES INC,0,73156,,,,,,,
19880,SWEET TRIXIE XS-S,SWEET TRIXIE XS-S,,WOMEN,XS-S,29.9925,39.99,0721773731556,COSTUMES,FORUM NOVELTIES INC,0,73155,,,,,,,
22472,TICKLES THE CLOWN,TICKLES THE CLOWN,,WOMEN,STD,29.9925,39.99,0721773680410,COSTUMES,FORUM NOVELTIES INC,4,68041,,,,,,,
22510,TINKERBELL LG ADULT,TINKERBELL LG ADULT,,WOMEN,LG,29.9925,39.99,0032692649892,COSTUMES,DISGUISE INC.,0,6498E,,,,,,,
22673,TOOTSIE ROLL ADULT,TOOTSIE ROLL ADULT,,WOMEN,STD,26.2425,34.99,0791249399405,COSTUMES,RASTA IMPOSTA,0,3994,,,,,,,
22796,TRANS TEMPTRESS M/L,TRANS TEMPTRESS M/L,,WOMEN,M/L,44.9925,59.99,0714718425320,COSTUMES,LEG AVENUE INC.,0,83622,,,,,,,
22797,TRANS TEMPTRESS S/M,TRANS TEMPTRESS S/M,,WOMEN,S/M,44.9925,59.99,0714718425313,COSTUMES,LEG AVENUE INC.,0,83622,,,,,,,
13037,TRANSFORMERS BUSTIER,TRANSFORMERS BUSTIER,,WOMEN,LARGE 12-14,14.99,29.99,0039897598147,COSTUMES,DISGUISE INC.,2,59796,,,,,,,
22798,TRIBAL GODDESS M/L,TRIBAL GODDESS M/L,,WOMEN,M/L,41.2425,54.99,0714718435459,COSTUMES,LEG AVENUE INC.,0,83805,,,,,,,
22799,TRIBAL GODDESS S/M,TRIBAL GODDESS S/M,,WOMEN,S/M,41.2425,54.99,0714718435442,COSTUMES,LEG AVENUE INC.,0,83805,,,,,,,
20629,TUTU LULU CLOWN,TUTU LULU CLOWN,,WOMEN,STD,29.9925,39.99,0721773683862,COSTUMES,FORUM NOVELTIES INC,2,68386,,,,,,,
22511,TWISTER ADULT,TWISTER ADULT,,WOMEN,STD,44.9925,59.99,0039897168319,COSTUMES,DISGUISE INC.,0,16829N,,,,,,,
22473,TYE DYE SKIRT,TYE DYE SKIRT,,WOMEN,STD,7.4925,9.99,0721773619311,COSTUMES,FORUM NOVELTIES INC,1,61931,,,,,,,
22427,UHURA MED ADULT,UHURA MED ADULT,,WOMEN,MEDIUM,37.4925,49.99,0883028912469,COSTUMES,RUBIE'S COSTUME CO.,0,889124,,,,,,,
22428,UHURA SM ADULT,UHURA SM ADULT,,WOMEN,SMALL,37.4925,49.99,0883028912452,COSTUMES,RUBIE'S COSTUME CO.,0,889124,,,,,,,
19950,URBAN LEOPARD STD,URBAN LEOPARD STD,,WOMEN,STD,29.9925,39.99,0883028075904,COSTUMES,RUBIE'S COSTUME CO.,1,880759,,,,,,,
19951,URBAN ZEBRA STD,URBAN ZEBRA STD,,WOMEN,STD,29.9925,39.99,0883028076000,COSTUMES,RUBIE'S COSTUME CO.,0,880760,,,,,,,
22474,VAMPIRESS 3XL,VAMPIRESS 3XL,,WOMEN,3XL,41.2425,54.99,0721773669729,COSTUMES,FORUM NOVELTIES INC,1,66972,,,,,,,
